"power" "noise" "n_loess" "method"
1 4 13 "dHSIC"
1 5 13 "dHSIC"
0.99 6 13 "dHSIC"
0.934 7 13 "dHSIC"
0.852 8 13 "dHSIC"
0.694 9 13 "dHSIC"
0.546 10 13 "dHSIC"
1 1 14 "dHSIC"
1 2 14 "dHSIC"
1 3 14 "dHSIC"
0.926 4 14 "dHSIC"
0.62 5 14 "dHSIC"
0.46 6 14 "dHSIC"
0.324 7 14 "dHSIC"
0.272 8 14 "dHSIC"
0.192 9 14 "dHSIC"
0.16 10 14 "dHSIC"
1 1 15 "dHSIC"
1 2 15 "dHSIC"
0.964 3 15 "dHSIC"
0.674 4 15 "dHSIC"
0.48 5 15 "dHSIC"
0.322 6 15 "dHSIC"
0.206 7 15 "dHSIC"
0.194 8 15 "dHSIC"
0.172 9 15 "dHSIC"
0.114 10 15 "dHSIC"
1 1 16 "dHSIC"
1 2 16 "dHSIC"
0.984 3 16 "dHSIC"
0.782 4 16 "dHSIC"
0.512 5 16 "dHSIC"
0.306 6 16 "dHSIC"
0.196 7 16 "dHSIC"
0.154 8 16 "dHSIC"
0.122 9 16 "dHSIC"
0.106 10 16 "dHSIC"
1 1 17 "dHSIC"
1 2 17 "dHSIC"
1 3 17 "dHSIC"
1 4 17 "dHSIC"
1 5 17 "dHSIC"
0.992 6 17 "dHSIC"
0.952 7 17 "dHSIC"
0.912 8 17 "dHSIC"
0.738 9 17 "dHSIC"
0.65 10 17 "dHSIC"
1 1 18 "dHSIC"
1 2 18 "dHSIC"
1 3 18 "dHSIC"
0.998 4 18 "dHSIC"
0.982 5 18 "dHSIC"
0.85 6 18 "dHSIC"
0.76 7 18 "dHSIC"
0.542 8 18 "dHSIC"
0.366 9 18 "dHSIC"
0.372 10 18 "dHSIC"
1 1 19 "dHSIC"
1 2 19 "dHSIC"
1 3 19 "dHSIC"
0.996 4 19 "dHSIC"
0.908 5 19 "dHSIC"
0.76 6 19 "dHSIC"
0.448 7 19 "dHSIC"
0.396 8 19 "dHSIC"
0.328 9 19 "dHSIC"
0.24 10 19 "dHSIC"
1 1 20 "dHSIC"
1 2 20 "dHSIC"
0.982 3 20 "dHSIC"
0.67 4 20 "dHSIC"
0.364 5 20 "dHSIC"
0.226 6 20 "dHSIC"
0.224 7 20 "dHSIC"
0.18 8 20 "dHSIC"
0.112 9 20 "dHSIC"
0.096 10 20 "dHSIC"
1 1 21 "dHSIC"
1 2 21 "dHSIC"
1 3 21 "dHSIC"
1 4 21 "dHSIC"
0.944 5 21 "dHSIC"
0.81 6 21 "dHSIC"
0.628 7 21 "dHSIC"
0.556 8 21 "dHSIC"
0.344 9 21 "dHSIC"
0.32 10 21 "dHSIC"
1 1 22 "dHSIC"
1 2 22 "dHSIC"
1 3 22 "dHSIC"
0.998 4 22 "dHSIC"
0.916 5 22 "dHSIC"
0.736 6 22 "dHSIC"
0.526 7 22 "dHSIC"
0.45 8 22 "dHSIC"
0.302 9 22 "dHSIC"
0.316 10 22 "dHSIC"
1 1 23 "dHSIC"
1 2 23 "dHSIC"
0.98 3 23 "dHSIC"
0.724 4 23 "dHSIC"
0.428 5 23 "dHSIC"
0.36 6 23 "dHSIC"
0.24 7 23 "dHSIC"
0.162 8 23 "dHSIC"
0.138 9 23 "dHSIC"
0.148 10 23 "dHSIC"
1 1 24 "dHSIC"
1 2 24 "dHSIC"
1 3 24 "dHSIC"
0.99 4 24 "dHSIC"
0.936 5 24 "dHSIC"
0.718 6 24 "dHSIC"
0.604 7 24 "dHSIC"
0.48 8 24 "dHSIC"
0.378 9 24 "dHSIC"
0.242 10 24 "dHSIC"
1 1 25 "dHSIC"
1 2 25 "dHSIC"
1 3 25 "dHSIC"
0.972 4 25 "dHSIC"
0.8 5 25 "dHSIC"
0.6 6 25 "dHSIC"
0.404 7 25 "dHSIC"
0.336 8 25 "dHSIC"
0.244 9 25 "dHSIC"
0.176 10 25 "dHSIC"
1 1 26 "dHSIC"
0.962 2 26 "dHSIC"
0.624 3 26 "dHSIC"
0.268 4 26 "dHSIC"
0.2 5 26 "dHSIC"
0.126 6 26 "dHSIC"
0.104 7 26 "dHSIC"
0.082 8 26 "dHSIC"
0.086 9 26 "dHSIC"
0.07 10 26 "dHSIC"
1 1 27 "dHSIC"
1 2 27 "dHSIC"
1 3 27 "dHSIC"
1 4 27 "dHSIC"
0.98 5 27 "dHSIC"
0.864 6 27 "dHSIC"
0.708 7 27 "dHSIC"
0.618 8 27 "dHSIC"
0.51 9 27 "dHSIC"
0.398 10 27 "dHSIC"
1 1 28 "dHSIC"
1 2 28 "dHSIC"
1 3 28 "dHSIC"
1 4 28 "dHSIC"
0.994 5 28 "dHSIC"
0.936 6 28 "dHSIC"
0.828 7 28 "dHSIC"
0.738 8 28 "dHSIC"
0.598 9 28 "dHSIC"
0.48 10 28 "dHSIC"
1 1 29 "dHSIC"
1 2 29 "dHSIC"
1 3 29 "dHSIC"
0.98 4 29 "dHSIC"
0.854 5 29 "dHSIC"
0.618 6 29 "dHSIC"
0.526 7 29 "dHSIC"
0.388 8 29 "dHSIC"
0.354 9 29 "dHSIC"
0.306 10 29 "dHSIC"
1 1 30 "dHSIC"
0.996 2 30 "dHSIC"
0.774 3 30 "dHSIC"
0.456 4 30 "dHSIC"
0.254 5 30 "dHSIC"
0.148 6 30 "dHSIC"
0.146 7 30 "dHSIC"
0.142 8 30 "dHSIC"
0.124 9 30 "dHSIC"
0.048 10 30 "dHSIC"
1 1 31 "dHSIC"
1 2 31 "dHSIC"
0.86 3 31 "dHSIC"
0.466 4 31 "dHSIC"
0.258 5 31 "dHSIC"
0.162 6 31 "dHSIC"
0.164 7 31 "dHSIC"
0.148 8 31 "dHSIC"
0.1 9 31 "dHSIC"
0.068 10 31 "dHSIC"
1 1 32 "dHSIC"
1 2 32 "dHSIC"
1 3 32 "dHSIC"
0.948 4 32 "dHSIC"
0.76 5 32 "dHSIC"
0.558 6 32 "dHSIC"
0.4 7 32 "dHSIC"
0.31 8 32 "dHSIC"
0.158 9 32 "dHSIC"
0.196 10 32 "dHSIC"
1 1 33 "dHSIC"
1 2 33 "dHSIC"
1 3 33 "dHSIC"
0.992 4 33 "dHSIC"
0.86 5 33 "dHSIC"
0.62 6 33 "dHSIC"
0.482 7 33 "dHSIC"
0.354 8 33 "dHSIC"
0.306 9 33 "dHSIC"
0.244 10 33 "dHSIC"
1 1 34 "dHSIC"
1 2 34 "dHSIC"
1 3 34 "dHSIC"
1 4 34 "dHSIC"
1 5 34 "dHSIC"
1 6 34 "dHSIC"
0.994 7 34 "dHSIC"
0.952 8 34 "dHSIC"
0.9 9 34 "dHSIC"
0.822 10 34 "dHSIC"
1 1 35 "dHSIC"
1 2 35 "dHSIC"
0.87 3 35 "dHSIC"
0.584 4 35 "dHSIC"
0.278 5 35 "dHSIC"
0.218 6 35 "dHSIC"
0.132 7 35 "dHSIC"
0.126 8 35 "dHSIC"
0.096 9 35 "dHSIC"
0.08 10 35 "dHSIC"
1 1 36 "dHSIC"
0.234 2 36 "dHSIC"
0.112 3 36 "dHSIC"
0.066 4 36 "dHSIC"
0.062 5 36 "dHSIC"
0.044 6 36 "dHSIC"
0.05 7 36 "dHSIC"
0.064 8 36 "dHSIC"
0.044 9 36 "dHSIC"
0.056 10 36 "dHSIC"
1 1 37 "dHSIC"
1 2 37 "dHSIC"
1 3 37 "dHSIC"
1 4 37 "dHSIC"
1 5 37 "dHSIC"
1 6 37 "dHSIC"
0.998 7 37 "dHSIC"
0.992 8 37 "dHSIC"
0.98 9 37 "dHSIC"
0.912 10 37 "dHSIC"
1 1 38 "dHSIC"
1 2 38 "dHSIC"
0.892 3 38 "dHSIC"
0.506 4 38 "dHSIC"
0.348 5 38 "dHSIC"
0.216 6 38 "dHSIC"
0.118 7 38 "dHSIC"
0.116 8 38 "dHSIC"
0.096 9 38 "dHSIC"
0.104 10 38 "dHSIC"
1 1 39 "dHSIC"
1 2 39 "dHSIC"
0.992 3 39 "dHSIC"
0.808 4 39 "dHSIC"
0.458 5 39 "dHSIC"
0.398 6 39 "dHSIC"
0.234 7 39 "dHSIC"
0.142 8 39 "dHSIC"
0.12 9 39 "dHSIC"
0.156 10 39 "dHSIC"
1 1 40 "dHSIC"
0.964 2 40 "dHSIC"
0.472 3 40 "dHSIC"
0.188 4 40 "dHSIC"
0.084 5 40 "dHSIC"
0.11 6 40 "dHSIC"
0.098 7 40 "dHSIC"
0.082 8 40 "dHSIC"
0.072 9 40 "dHSIC"
0.062 10 40 "dHSIC"
1 1 41 "dHSIC"
1 2 41 "dHSIC"
1 3 41 "dHSIC"
0.996 4 41 "dHSIC"
0.972 5 41 "dHSIC"
0.834 6 41 "dHSIC"
0.72 7 41 "dHSIC"
0.564 8 41 "dHSIC"
0.492 9 41 "dHSIC"
0.346 10 41 "dHSIC"
1 1 42 "dHSIC"
1 2 42 "dHSIC"
1 3 42 "dHSIC"
0.996 4 42 "dHSIC"
0.958 5 42 "dHSIC"
0.86 6 42 "dHSIC"
0.62 7 42 "dHSIC"
0.482 8 42 "dHSIC"
0.41 9 42 "dHSIC"
0.376 10 42 "dHSIC"
1 1 43 "dHSIC"
1 2 43 "dHSIC"
0.986 3 43 "dHSIC"
0.818 4 43 "dHSIC"
0.438 5 43 "dHSIC"
0.404 6 43 "dHSIC"
0.22 7 43 "dHSIC"
0.242 8 43 "dHSIC"
0.152 9 43 "dHSIC"
0.15 10 43 "dHSIC"
1 1 44 "dHSIC"
1 2 44 "dHSIC"
0.988 3 44 "dHSIC"
0.8 4 44 "dHSIC"
0.596 5 44 "dHSIC"
0.366 6 44 "dHSIC"
0.26 7 44 "dHSIC"
0.206 8 44 "dHSIC"
0.166 9 44 "dHSIC"
0.15 10 44 "dHSIC"
1 1 45 "dHSIC"
1 2 45 "dHSIC"
1 3 45 "dHSIC"
0.986 4 45 "dHSIC"
0.874 5 45 "dHSIC"
0.658 6 45 "dHSIC"
0.486 7 45 "dHSIC"
0.426 8 45 "dHSIC"
0.294 9 45 "dHSIC"
0.244 10 45 "dHSIC"
1 1 46 "dHSIC"
1 2 46 "dHSIC"
1 3 46 "dHSIC"
1 4 46 "dHSIC"
1 5 46 "dHSIC"
0.97 6 46 "dHSIC"
0.902 7 46 "dHSIC"
0.804 8 46 "dHSIC"
0.726 9 46 "dHSIC"
0.498 10 46 "dHSIC"
1 1 47 "dHSIC"
1 2 47 "dHSIC"
1 3 47 "dHSIC"
1 4 47 "dHSIC"
1 5 47 "dHSIC"
0.984 6 47 "dHSIC"
0.938 7 47 "dHSIC"
0.826 8 47 "dHSIC"
0.694 9 47 "dHSIC"
0.592 10 47 "dHSIC"
1 1 48 "dHSIC"
1 2 48 "dHSIC"
0.94 3 48 "dHSIC"
0.596 4 48 "dHSIC"
0.378 5 48 "dHSIC"
0.236 6 48 "dHSIC"
0.192 7 48 "dHSIC"
0.134 8 48 "dHSIC"
0.112 9 48 "dHSIC"
0.11 10 48 "dHSIC"
1 1 49 "dHSIC"
1 2 49 "dHSIC"
1 3 49 "dHSIC"
1 4 49 "dHSIC"
1 5 49 "dHSIC"
0.998 6 49 "dHSIC"
0.972 7 49 "dHSIC"
0.926 8 49 "dHSIC"
0.828 9 49 "dHSIC"
0.632 10 49 "dHSIC"
1 1 50 "dHSIC"
1 2 50 "dHSIC"
0.662 3 50 "dHSIC"
0.334 4 50 "dHSIC"
0.2 5 50 "dHSIC"
0.162 6 50 "dHSIC"
0.098 7 50 "dHSIC"
0.092 8 50 "dHSIC"
0.094 9 50 "dHSIC"
0.066 10 50 "dHSIC"
1 1 51 "dHSIC"
1 2 51 "dHSIC"
1 3 51 "dHSIC"
1 4 51 "dHSIC"
1 5 51 "dHSIC"
1 6 51 "dHSIC"
0.992 7 51 "dHSIC"
0.986 8 51 "dHSIC"
0.948 9 51 "dHSIC"
0.902 10 51 "dHSIC"
1 1 52 "dHSIC"
1 2 52 "dHSIC"
1 3 52 "dHSIC"
0.978 4 52 "dHSIC"
0.842 5 52 "dHSIC"
0.576 6 52 "dHSIC"
0.444 7 52 "dHSIC"
0.364 8 52 "dHSIC"
0.282 9 52 "dHSIC"
0.166 10 52 "dHSIC"
1 1 53 "dHSIC"
1 2 53 "dHSIC"
0.998 3 53 "dHSIC"
0.91 4 53 "dHSIC"
0.684 5 53 "dHSIC"
0.52 6 53 "dHSIC"
0.372 7 53 "dHSIC"
0.224 8 53 "dHSIC"
0.182 9 53 "dHSIC"
0.156 10 53 "dHSIC"
1 1 54 "dHSIC"
1 2 54 "dHSIC"
0.996 3 54 "dHSIC"
0.906 4 54 "dHSIC"
0.748 5 54 "dHSIC"
0.482 6 54 "dHSIC"
0.242 7 54 "dHSIC"
0.254 8 54 "dHSIC"
0.166 9 54 "dHSIC"
0.146 10 54 "dHSIC"
1 1 55 "dHSIC"
0.988 2 55 "dHSIC"
0.654 3 55 "dHSIC"
0.23 4 55 "dHSIC"
0.224 5 55 "dHSIC"
0.128 6 55 "dHSIC"
0.114 7 55 "dHSIC"
0.068 8 55 "dHSIC"
0.094 9 55 "dHSIC"
0.076 10 55 "dHSIC"
1 1 56 "dHSIC"
1 2 56 "dHSIC"
1 3 56 "dHSIC"
1 4 56 "dHSIC"
0.986 5 56 "dHSIC"
0.874 6 56 "dHSIC"
0.738 7 56 "dHSIC"
0.556 8 56 "dHSIC"
0.43 9 56 "dHSIC"
0.338 10 56 "dHSIC"
1 1 57 "dHSIC"
1 2 57 "dHSIC"
1 3 57 "dHSIC"
0.962 4 57 "dHSIC"
0.822 5 57 "dHSIC"
0.642 6 57 "dHSIC"
0.422 7 57 "dHSIC"
0.4 8 57 "dHSIC"
0.27 9 57 "dHSIC"
0.222 10 57 "dHSIC"
1 1 58 "dHSIC"
1 2 58 "dHSIC"
1 3 58 "dHSIC"
0.948 4 58 "dHSIC"
0.76 5 58 "dHSIC"
0.55 6 58 "dHSIC"
0.478 7 58 "dHSIC"
0.382 8 58 "dHSIC"
0.304 9 58 "dHSIC"
0.206 10 58 "dHSIC"
1 1 59 "dHSIC"
1 2 59 "dHSIC"
1 3 59 "dHSIC"
0.996 4 59 "dHSIC"
0.916 5 59 "dHSIC"
0.68 6 59 "dHSIC"
0.558 7 59 "dHSIC"
0.44 8 59 "dHSIC"
0.43 9 59 "dHSIC"
0.296 10 59 "dHSIC"
1 1 60 "dHSIC"
1 2 60 "dHSIC"
0.986 3 60 "dHSIC"
0.772 4 60 "dHSIC"
0.558 5 60 "dHSIC"
0.396 6 60 "dHSIC"
0.348 7 60 "dHSIC"
0.182 8 60 "dHSIC"
0.132 9 60 "dHSIC"
0.134 10 60 "dHSIC"
1 1 61 "dHSIC"
1 2 61 "dHSIC"
1 3 61 "dHSIC"
1 4 61 "dHSIC"
1 5 61 "dHSIC"
0.998 6 61 "dHSIC"
0.964 7 61 "dHSIC"
0.922 8 61 "dHSIC"
0.804 9 61 "dHSIC"
0.688 10 61 "dHSIC"
1 1 62 "dHSIC"
0.986 2 62 "dHSIC"
0.49 3 62 "dHSIC"
0.232 4 62 "dHSIC"
0.154 5 62 "dHSIC"
0.132 6 62 "dHSIC"
0.1 7 62 "dHSIC"
0.098 8 62 "dHSIC"
0.05 9 62 "dHSIC"
0.058 10 62 "dHSIC"
1 1 63 "dHSIC"
1 2 63 "dHSIC"
1 3 63 "dHSIC"
0.986 4 63 "dHSIC"
0.904 5 63 "dHSIC"
0.728 6 63 "dHSIC"
0.51 7 63 "dHSIC"
0.378 8 63 "dHSIC"
0.342 9 63 "dHSIC"
0.236 10 63 "dHSIC"
1 1 64 "dHSIC"
1 2 64 "dHSIC"
1 3 64 "dHSIC"
1 4 64 "dHSIC"
0.984 5 64 "dHSIC"
0.916 6 64 "dHSIC"
0.75 7 64 "dHSIC"
0.636 8 64 "dHSIC"
0.52 9 64 "dHSIC"
0.408 10 64 "dHSIC"
1 1 65 "dHSIC"
1 2 65 "dHSIC"
0.802 3 65 "dHSIC"
0.332 4 65 "dHSIC"
0.272 5 65 "dHSIC"
0.176 6 65 "dHSIC"
0.126 7 65 "dHSIC"
0.15 8 65 "dHSIC"
0.1 9 65 "dHSIC"
0.072 10 65 "dHSIC"
1 1 66 "dHSIC"
1 2 66 "dHSIC"
0.994 3 66 "dHSIC"
0.826 4 66 "dHSIC"
0.538 5 66 "dHSIC"
0.326 6 66 "dHSIC"
0.256 7 66 "dHSIC"
0.15 8 66 "dHSIC"
0.178 9 66 "dHSIC"
0.156 10 66 "dHSIC"
1 1 67 "dHSIC"
1 2 67 "dHSIC"
0.964 3 67 "dHSIC"
0.62 4 67 "dHSIC"
0.382 5 67 "dHSIC"
0.288 6 67 "dHSIC"
0.138 7 67 "dHSIC"
0.168 8 67 "dHSIC"
0.122 9 67 "dHSIC"
0.076 10 67 "dHSIC"
1 1 68 "dHSIC"
1 2 68 "dHSIC"
1 3 68 "dHSIC"
1 4 68 "dHSIC"
1 5 68 "dHSIC"
1 6 68 "dHSIC"
0.99 7 68 "dHSIC"
0.958 8 68 "dHSIC"
0.862 9 68 "dHSIC"
0.75 10 68 "dHSIC"
1 1 69 "dHSIC"
1 2 69 "dHSIC"
0.954 3 69 "dHSIC"
0.704 4 69 "dHSIC"
0.356 5 69 "dHSIC"
0.25 6 69 "dHSIC"
0.172 7 69 "dHSIC"
0.122 8 69 "dHSIC"
0.124 9 69 "dHSIC"
0.156 10 69 "dHSIC"
1 1 70 "dHSIC"
1 2 70 "dHSIC"
1 3 70 "dHSIC"
1 4 70 "dHSIC"
0.998 5 70 "dHSIC"
0.934 6 70 "dHSIC"
0.818 7 70 "dHSIC"
0.742 8 70 "dHSIC"
0.692 9 70 "dHSIC"
0.426 10 70 "dHSIC"
1 1 71 "dHSIC"
1 2 71 "dHSIC"
1 3 71 "dHSIC"
1 4 71 "dHSIC"
0.914 5 71 "dHSIC"
0.76 6 71 "dHSIC"
0.506 7 71 "dHSIC"
0.49 8 71 "dHSIC"
0.38 9 71 "dHSIC"
0.262 10 71 "dHSIC"
1 1 72 "dHSIC"
1 2 72 "dHSIC"
1 3 72 "dHSIC"
0.996 4 72 "dHSIC"
0.948 5 72 "dHSIC"
0.786 6 72 "dHSIC"
0.67 7 72 "dHSIC"
0.448 8 72 "dHSIC"
0.34 9 72 "dHSIC"
0.296 10 72 "dHSIC"
1 1 73 "dHSIC"
1 2 73 "dHSIC"
1 3 73 "dHSIC"
1 4 73 "dHSIC"
0.998 5 73 "dHSIC"
0.96 6 73 "dHSIC"
0.878 7 73 "dHSIC"
0.794 8 73 "dHSIC"
0.606 9 73 "dHSIC"
0.562 10 73 "dHSIC"
1 1 74 "dHSIC"
1 2 74 "dHSIC"
0.734 3 74 "dHSIC"
0.412 4 74 "dHSIC"
0.266 5 74 "dHSIC"
0.16 6 74 "dHSIC"
0.146 7 74 "dHSIC"
0.066 8 74 "dHSIC"
0.1 9 74 "dHSIC"
0.074 10 74 "dHSIC"
1 1 75 "dHSIC"
1 2 75 "dHSIC"
1 3 75 "dHSIC"
0.998 4 75 "dHSIC"
0.994 5 75 "dHSIC"
0.922 6 75 "dHSIC"
0.792 7 75 "dHSIC"
0.612 8 75 "dHSIC"
0.526 9 75 "dHSIC"
0.432 10 75 "dHSIC"
1 1 76 "dHSIC"
1 2 76 "dHSIC"
1 3 76 "dHSIC"
0.996 4 76 "dHSIC"
0.954 5 76 "dHSIC"
0.82 6 76 "dHSIC"
0.674 7 76 "dHSIC"
0.478 8 76 "dHSIC"
0.384 9 76 "dHSIC"
0.36 10 76 "dHSIC"
1 1 77 "dHSIC"
0.936 2 77 "dHSIC"
0.382 3 77 "dHSIC"
0.2 4 77 "dHSIC"
0.112 5 77 "dHSIC"
0.066 6 77 "dHSIC"
0.092 7 77 "dHSIC"
0.092 8 77 "dHSIC"
0.04 9 77 "dHSIC"
0.066 10 77 "dHSIC"
1 1 78 "dHSIC"
1 2 78 "dHSIC"
1 3 78 "dHSIC"
0.884 4 78 "dHSIC"
0.686 5 78 "dHSIC"
0.394 6 78 "dHSIC"
0.236 7 78 "dHSIC"
0.23 8 78 "dHSIC"
0.17 9 78 "dHSIC"
0.194 10 78 "dHSIC"
1 1 79 "dHSIC"
1 2 79 "dHSIC"
1 3 79 "dHSIC"
0.996 4 79 "dHSIC"
0.946 5 79 "dHSIC"
0.814 6 79 "dHSIC"
0.694 7 79 "dHSIC"
0.55 8 79 "dHSIC"
0.348 9 79 "dHSIC"
0.354 10 79 "dHSIC"
1 1 80 "dHSIC"
1 2 80 "dHSIC"
0.774 3 80 "dHSIC"
0.322 4 80 "dHSIC"
0.242 5 80 "dHSIC"
0.168 6 80 "dHSIC"
0.148 7 80 "dHSIC"
0.078 8 80 "dHSIC"
0.086 9 80 "dHSIC"
0.098 10 80 "dHSIC"
1 1 81 "dHSIC"
1 2 81 "dHSIC"
1 3 81 "dHSIC"
0.982 4 81 "dHSIC"
0.932 5 81 "dHSIC"
0.69 6 81 "dHSIC"
0.498 7 81 "dHSIC"
0.44 8 81 "dHSIC"
0.332 9 81 "dHSIC"
0.218 10 81 "dHSIC"
1 1 82 "dHSIC"
0.664 2 82 "dHSIC"
0.16 3 82 "dHSIC"
0.1 4 82 "dHSIC"
0.086 5 82 "dHSIC"
0.058 6 82 "dHSIC"
0.074 7 82 "dHSIC"
0.044 8 82 "dHSIC"
0.04 9 82 "dHSIC"
0.04 10 82 "dHSIC"
1 1 83 "dHSIC"
0.982 2 83 "dHSIC"
0.4 3 83 "dHSIC"
0.24 4 83 "dHSIC"
0.116 5 83 "dHSIC"
0.092 6 83 "dHSIC"
0.1 7 83 "dHSIC"
0.076 8 83 "dHSIC"
0.054 9 83 "dHSIC"
0.054 10 83 "dHSIC"
1 1 84 "dHSIC"
1 2 84 "dHSIC"
0.994 3 84 "dHSIC"
0.862 4 84 "dHSIC"
0.566 5 84 "dHSIC"
0.414 6 84 "dHSIC"
0.242 7 84 "dHSIC"
0.2 8 84 "dHSIC"
0.17 9 84 "dHSIC"
0.156 10 84 "dHSIC"
1 1 85 "dHSIC"
1 2 85 "dHSIC"
0.862 3 85 "dHSIC"
0.486 4 85 "dHSIC"
0.276 5 85 "dHSIC"
0.192 6 85 "dHSIC"
0.14 7 85 "dHSIC"
0.088 8 85 "dHSIC"
0.102 9 85 "dHSIC"
0.072 10 85 "dHSIC"
1 1 86 "dHSIC"
1 2 86 "dHSIC"
1 3 86 "dHSIC"
0.982 4 86 "dHSIC"
0.892 5 86 "dHSIC"
0.698 6 86 "dHSIC"
0.51 7 86 "dHSIC"
0.43 8 86 "dHSIC"
0.254 9 86 "dHSIC"
0.208 10 86 "dHSIC"
1 1 87 "dHSIC"
0.94 2 87 "dHSIC"
0.252 3 87 "dHSIC"
0.15 4 87 "dHSIC"
0.082 5 87 "dHSIC"
0.048 6 87 "dHSIC"
0.066 7 87 "dHSIC"
0.06 8 87 "dHSIC"
0.07 9 87 "dHSIC"
0.078 10 87 "dHSIC"
1 1 88 "dHSIC"
1 2 88 "dHSIC"
1 3 88 "dHSIC"
0.924 4 88 "dHSIC"
0.62 5 88 "dHSIC"
0.478 6 88 "dHSIC"
0.396 7 88 "dHSIC"
0.208 8 88 "dHSIC"
0.198 9 88 "dHSIC"
0.13 10 88 "dHSIC"
1 1 89 "dHSIC"
0.994 2 89 "dHSIC"
0.462 3 89 "dHSIC"
0.278 4 89 "dHSIC"
0.176 5 89 "dHSIC"
0.118 6 89 "dHSIC"
0.094 7 89 "dHSIC"
0.08 8 89 "dHSIC"
0.058 9 89 "dHSIC"
0.05 10 89 "dHSIC"
1 1 90 "dHSIC"
1 2 90 "dHSIC"
0.998 3 90 "dHSIC"
0.886 4 90 "dHSIC"
0.544 5 90 "dHSIC"
0.444 6 90 "dHSIC"
0.246 7 90 "dHSIC"
0.222 8 90 "dHSIC"
0.188 9 90 "dHSIC"
0.134 10 90 "dHSIC"
1 1 91 "dHSIC"
1 2 91 "dHSIC"
1 3 91 "dHSIC"
0.996 4 91 "dHSIC"
0.932 5 91 "dHSIC"
0.784 6 91 "dHSIC"
0.644 7 91 "dHSIC"
0.528 8 91 "dHSIC"
0.396 9 91 "dHSIC"
0.33 10 91 "dHSIC"
1 1 92 "dHSIC"
0.964 2 92 "dHSIC"
0.39 3 92 "dHSIC"
0.144 4 92 "dHSIC"
0.088 5 92 "dHSIC"
0.108 6 92 "dHSIC"
0.078 7 92 "dHSIC"
0.056 8 92 "dHSIC"
0.054 9 92 "dHSIC"
0.066 10 92 "dHSIC"
1 1 93 "dHSIC"
1 2 93 "dHSIC"
0.856 3 93 "dHSIC"
0.47 4 93 "dHSIC"
0.238 5 93 "dHSIC"
0.19 6 93 "dHSIC"
0.138 7 93 "dHSIC"
0.102 8 93 "dHSIC"
0.082 9 93 "dHSIC"
0.09 10 93 "dHSIC"
1 1 94 "dHSIC"
1 2 94 "dHSIC"
0.944 3 94 "dHSIC"
0.592 4 94 "dHSIC"
0.348 5 94 "dHSIC"
0.25 6 94 "dHSIC"
0.156 7 94 "dHSIC"
0.142 8 94 "dHSIC"
0.116 9 94 "dHSIC"
0.122 10 94 "dHSIC"
1 1 95 "dHSIC"
1 2 95 "dHSIC"
1 3 95 "dHSIC"
0.978 4 95 "dHSIC"
0.858 5 95 "dHSIC"
0.68 6 95 "dHSIC"
0.52 7 95 "dHSIC"
0.37 8 95 "dHSIC"
0.33 9 95 "dHSIC"
0.208 10 95 "dHSIC"
1 1 96 "dHSIC"
0.998 2 96 "dHSIC"
0.72 3 96 "dHSIC"
0.26 4 96 "dHSIC"
0.194 5 96 "dHSIC"
0.11 6 96 "dHSIC"
0.154 7 96 "dHSIC"
0.07 8 96 "dHSIC"
0.082 9 96 "dHSIC"
0.074 10 96 "dHSIC"
1 1 97 "dHSIC"
1 2 97 "dHSIC"
1 3 97 "dHSIC"
0.998 4 97 "dHSIC"
0.916 5 97 "dHSIC"
0.696 6 97 "dHSIC"
0.612 7 97 "dHSIC"
0.336 8 97 "dHSIC"
0.338 9 97 "dHSIC"
0.188 10 97 "dHSIC"
1 1 98 "dHSIC"
0.96 2 98 "dHSIC"
0.342 3 98 "dHSIC"
0.176 4 98 "dHSIC"
0.112 5 98 "dHSIC"
0.096 6 98 "dHSIC"
0.058 7 98 "dHSIC"
0.064 8 98 "dHSIC"
0.068 9 98 "dHSIC"
0.092 10 98 "dHSIC"
1 1 99 "dHSIC"
1 2 99 "dHSIC"
1 3 99 "dHSIC"
0.956 4 99 "dHSIC"
0.712 5 99 "dHSIC"
0.52 6 99 "dHSIC"
0.376 7 99 "dHSIC"
0.324 8 99 "dHSIC"
0.32 9 99 "dHSIC"
0.18 10 99 "dHSIC"
1 1 100 "dHSIC"
1 2 100 "dHSIC"
1 3 100 "dHSIC"
0.93 4 100 "dHSIC"
0.764 5 100 "dHSIC"
0.572 6 100 "dHSIC"
0.36 7 100 "dHSIC"
0.276 8 100 "dHSIC"
0.212 9 100 "dHSIC"
0.202 10 100 "dHSIC"
1 1 1 "SIT"
0.88 2 1 "SIT"
0.298 3 1 "SIT"
0.12 4 1 "SIT"
0.098 5 1 "SIT"
0.066 6 1 "SIT"
0.072 7 1 "SIT"
0.084 8 1 "SIT"
0.062 9 1 "SIT"
0.05 10 1 "SIT"
1 1 2 "SIT"
0.988 2 2 "SIT"
0.38 3 2 "SIT"
0.154 4 2 "SIT"
0.13 5 2 "SIT"
0.086 6 2 "SIT"
0.08 7 2 "SIT"
0.072 8 2 "SIT"
0.06 9 2 "SIT"
0.08 10 2 "SIT"
1 1 3 "SIT"
1 2 3 "SIT"
1 3 3 "SIT"
1 4 3 "SIT"
1 5 3 "SIT"
0.974 6 3 "SIT"
0.872 7 3 "SIT"
0.79 8 3 "SIT"
0.678 9 3 "SIT"
0.44 10 3 "SIT"
1 1 4 "SIT"
