"power" "noise" "d_type" "method"
0.052 22 "x^(1/4)" "Hoeff"
0.038 23 "x^(1/4)" "Hoeff"
0.072 24 "x^(1/4)" "Hoeff"
0.052 25 "x^(1/4)" "Hoeff"
0.08 26 "x^(1/4)" "Hoeff"
0.068 27 "x^(1/4)" "Hoeff"
0.066 28 "x^(1/4)" "Hoeff"
0.05 29 "x^(1/4)" "Hoeff"
0.086 30 "x^(1/4)" "Hoeff"
0.358 1 "circle" "Hoeff"
0.214 2 "circle" "Hoeff"
0.14 3 "circle" "Hoeff"
0.072 4 "circle" "Hoeff"
0.066 5 "circle" "Hoeff"
0.064 6 "circle" "Hoeff"
0.026 7 "circle" "Hoeff"
0.028 8 "circle" "Hoeff"
0.046 9 "circle" "Hoeff"
0.036 10 "circle" "Hoeff"
0.04 11 "circle" "Hoeff"
0.004 12 "circle" "Hoeff"
0.02 13 "circle" "Hoeff"
0.016 14 "circle" "Hoeff"
0.016 15 "circle" "Hoeff"
0.03 16 "circle" "Hoeff"
0.02 17 "circle" "Hoeff"
0.026 18 "circle" "Hoeff"
0.018 19 "circle" "Hoeff"
0.04 20 "circle" "Hoeff"
0.028 21 "circle" "Hoeff"
0.058 22 "circle" "Hoeff"
0.028 23 "circle" "Hoeff"
0.026 24 "circle" "Hoeff"
0.044 25 "circle" "Hoeff"
0.042 26 "circle" "Hoeff"
0.026 27 "circle" "Hoeff"
0.046 28 "circle" "Hoeff"
0.054 29 "circle" "Hoeff"
0.02 30 "circle" "Hoeff"
0.906 1 "step" "Hoeff"
0.44 2 "step" "Hoeff"
0.268 3 "step" "Hoeff"
0.154 4 "step" "Hoeff"
0.148 5 "step" "Hoeff"
0.112 6 "step" "Hoeff"
0.112 7 "step" "Hoeff"
0.046 8 "step" "Hoeff"
0.092 9 "step" "Hoeff"
0.052 10 "step" "Hoeff"
0.03 11 "step" "Hoeff"
0.072 12 "step" "Hoeff"
0.044 13 "step" "Hoeff"
0.074 14 "step" "Hoeff"
0.068 15 "step" "Hoeff"
0.05 16 "step" "Hoeff"
0.028 17 "step" "Hoeff"
0.092 18 "step" "Hoeff"
0.086 19 "step" "Hoeff"
0.078 20 "step" "Hoeff"
0.072 21 "step" "Hoeff"
0.056 22 "step" "Hoeff"
0.044 23 "step" "Hoeff"
0.054 24 "step" "Hoeff"
0.056 25 "step" "Hoeff"
0.06 26 "step" "Hoeff"
0.066 27 "step" "Hoeff"
0.06 28 "step" "Hoeff"
0.062 29 "step" "Hoeff"
0.038 30 "step" "Hoeff"
0.428 1 "cross" "Hoeff"
0.282 2 "cross" "Hoeff"
0.302 3 "cross" "Hoeff"
0.21 4 "cross" "Hoeff"
0.164 5 "cross" "Hoeff"
0.146 6 "cross" "Hoeff"
0.102 7 "cross" "Hoeff"
0.124 8 "cross" "Hoeff"
0.096 9 "cross" "Hoeff"
0.09 10 "cross" "Hoeff"
0.08 11 "cross" "Hoeff"
0.07 12 "cross" "Hoeff"
0.07 13 "cross" "Hoeff"
0.06 14 "cross" "Hoeff"
0.076 15 "cross" "Hoeff"
0.12 16 "cross" "Hoeff"
0.048 17 "cross" "Hoeff"
0.052 18 "cross" "Hoeff"
0.086 19 "cross" "Hoeff"
0.052 20 "cross" "Hoeff"
0.092 21 "cross" "Hoeff"
0.06 22 "cross" "Hoeff"
0.058 23 "cross" "Hoeff"
0.07 24 "cross" "Hoeff"
0.082 25 "cross" "Hoeff"
0.082 26 "cross" "Hoeff"
0.088 27 "cross" "Hoeff"
0.054 28 "cross" "Hoeff"
0.032 29 "cross" "Hoeff"
0.076 30 "cross" "Hoeff"
0.17 1 "clusters" "Hoeff"
0.246 2 "clusters" "Hoeff"
0.212 3 "clusters" "Hoeff"
0.144 4 "clusters" "Hoeff"
0.138 5 "clusters" "Hoeff"
0.144 6 "clusters" "Hoeff"
0.152 7 "clusters" "Hoeff"
0.124 8 "clusters" "Hoeff"
0.156 9 "clusters" "Hoeff"
0.164 10 "clusters" "Hoeff"
0.108 11 "clusters" "Hoeff"
0.146 12 "clusters" "Hoeff"
0.094 13 "clusters" "Hoeff"
0.116 14 "clusters" "Hoeff"
0.072 15 "clusters" "Hoeff"
0.078 16 "clusters" "Hoeff"
0.08 17 "clusters" "Hoeff"
0.066 18 "clusters" "Hoeff"
0.058 19 "clusters" "Hoeff"
0.07 20 "clusters" "Hoeff"
0.078 21 "clusters" "Hoeff"
0.1 22 "clusters" "Hoeff"
0.038 23 "clusters" "Hoeff"
0.064 24 "clusters" "Hoeff"
0.068 25 "clusters" "Hoeff"
0.048 26 "clusters" "Hoeff"
0.062 27 "clusters" "Hoeff"
0.048 28 "clusters" "Hoeff"
0.044 29 "clusters" "Hoeff"
0.06 30 "clusters" "Hoeff"
0.326 1 "two parabola" "Hoeff"
0.228 2 "two parabola" "Hoeff"
0.178 3 "two parabola" "Hoeff"
0.168 4 "two parabola" "Hoeff"
0.126 5 "two parabola" "Hoeff"
0.16 6 "two parabola" "Hoeff"
0.118 7 "two parabola" "Hoeff"
0.122 8 "two parabola" "Hoeff"
0.072 9 "two parabola" "Hoeff"
0.052 10 "two parabola" "Hoeff"
0.094 11 "two parabola" "Hoeff"
0.064 12 "two parabola" "Hoeff"
0.074 13 "two parabola" "Hoeff"
0.084 14 "two parabola" "Hoeff"
0.072 15 "two parabola" "Hoeff"
0.07 16 "two parabola" "Hoeff"
0.076 17 "two parabola" "Hoeff"
0.076 18 "two parabola" "Hoeff"
0.072 19 "two parabola" "Hoeff"
0.084 20 "two parabola" "Hoeff"
0.06 21 "two parabola" "Hoeff"
0.054 22 "two parabola" "Hoeff"
0.06 23 "two parabola" "Hoeff"
0.078 24 "two parabola" "Hoeff"
0.038 25 "two parabola" "Hoeff"
0.056 26 "two parabola" "Hoeff"
0.072 27 "two parabola" "Hoeff"
0.038 28 "two parabola" "Hoeff"
0.11 29 "two parabola" "Hoeff"
0.102 30 "two parabola" "Hoeff"
0.096 1 "spiral" "Hoeff"
0.084 2 "spiral" "Hoeff"
0.08 3 "spiral" "Hoeff"
0.096 4 "spiral" "Hoeff"
0.048 5 "spiral" "Hoeff"
0.08 6 "spiral" "Hoeff"
0.05 7 "spiral" "Hoeff"
0.098 8 "spiral" "Hoeff"
0.074 9 "spiral" "Hoeff"
0.064 10 "spiral" "Hoeff"
0.076 11 "spiral" "Hoeff"
0.074 12 "spiral" "Hoeff"
0.06 13 "spiral" "Hoeff"
0.094 14 "spiral" "Hoeff"
0.062 15 "spiral" "Hoeff"
0.062 16 "spiral" "Hoeff"
0.054 17 "spiral" "Hoeff"
0.04 18 "spiral" "Hoeff"
0.038 19 "spiral" "Hoeff"
0.044 20 "spiral" "Hoeff"
0.032 21 "spiral" "Hoeff"
0.064 22 "spiral" "Hoeff"
0.058 23 "spiral" "Hoeff"
0.068 24 "spiral" "Hoeff"
0.05 25 "spiral" "Hoeff"
0.068 26 "spiral" "Hoeff"
0.05 27 "spiral" "Hoeff"
0.05 28 "spiral" "Hoeff"
0.066 29 "spiral" "Hoeff"
0.07 30 "spiral" "Hoeff"
1 1 "linear" "RHoeff"
1 2 "linear" "RHoeff"
0.972 3 "linear" "RHoeff"
0.858 4 "linear" "RHoeff"
0.708 5 "linear" "RHoeff"
0.488 6 "linear" "RHoeff"
0.434 7 "linear" "RHoeff"
0.382 8 "linear" "RHoeff"
0.276 9 "linear" "RHoeff"
0.232 10 "linear" "RHoeff"
0.204 11 "linear" "RHoeff"
0.196 12 "linear" "RHoeff"
0.156 13 "linear" "RHoeff"
0.13 14 "linear" "RHoeff"
0.13 15 "linear" "RHoeff"
0.084 16 "linear" "RHoeff"
0.136 17 "linear" "RHoeff"
0.138 18 "linear" "RHoeff"
0.1 19 "linear" "RHoeff"
0.096 20 "linear" "RHoeff"
0.106 21 "linear" "RHoeff"
0.056 22 "linear" "RHoeff"
0.06 23 "linear" "RHoeff"
0.096 24 "linear" "RHoeff"
0.084 25 "linear" "RHoeff"
0.09 26 "linear" "RHoeff"
0.078 27 "linear" "RHoeff"
0.08 28 "linear" "RHoeff"
0.082 29 "linear" "RHoeff"
0.078 30 "linear" "RHoeff"
0.882 1 "quadratic" "RHoeff"
0.704 2 "quadratic" "RHoeff"
0.334 3 "quadratic" "RHoeff"
0.178 4 "quadratic" "RHoeff"
0.174 5 "quadratic" "RHoeff"
0.104 6 "quadratic" "RHoeff"
0.136 7 "quadratic" "RHoeff"
0.06 8 "quadratic" "RHoeff"
0.076 9 "quadratic" "RHoeff"
0.058 10 "quadratic" "RHoeff"
0.06 11 "quadratic" "RHoeff"
0.072 12 "quadratic" "RHoeff"
0.048 13 "quadratic" "RHoeff"
0.042 14 "quadratic" "RHoeff"
0.044 15 "quadratic" "RHoeff"
0.046 16 "quadratic" "RHoeff"
0.068 17 "quadratic" "RHoeff"
0.038 18 "quadratic" "RHoeff"
0.05 19 "quadratic" "RHoeff"
0.036 20 "quadratic" "RHoeff"
0.042 21 "quadratic" "RHoeff"
0.05 22 "quadratic" "RHoeff"
0.044 23 "quadratic" "RHoeff"
0.06 24 "quadratic" "RHoeff"
0.07 25 "quadratic" "RHoeff"
0.05 26 "quadratic" "RHoeff"
0.034 27 "quadratic" "RHoeff"
0.062 28 "quadratic" "RHoeff"
0.066 29 "quadratic" "RHoeff"
0.074 30 "quadratic" "RHoeff"
0.954 1 "cubic" "RHoeff"
0.746 2 "cubic" "RHoeff"
0.576 3 "cubic" "RHoeff"
0.456 4 "cubic" "RHoeff"
0.336 5 "cubic" "RHoeff"
0.312 6 "cubic" "RHoeff"
0.272 7 "cubic" "RHoeff"
0.182 8 "cubic" "RHoeff"
0.182 9 "cubic" "RHoeff"
0.162 10 "cubic" "RHoeff"
0.12 11 "cubic" "RHoeff"
0.102 12 "cubic" "RHoeff"
0.19 13 "cubic" "RHoeff"
0.082 14 "cubic" "RHoeff"
0.068 15 "cubic" "RHoeff"
0.068 16 "cubic" "RHoeff"
0.076 17 "cubic" "RHoeff"
0.108 18 "cubic" "RHoeff"
0.062 19 "cubic" "RHoeff"
0.09 20 "cubic" "RHoeff"
0.068 21 "cubic" "RHoeff"
0.084 22 "cubic" "RHoeff"
0.056 23 "cubic" "RHoeff"
0.06 24 "cubic" "RHoeff"
0.05 25 "cubic" "RHoeff"
0.07 26 "cubic" "RHoeff"
0.062 27 "cubic" "RHoeff"
0.074 28 "cubic" "RHoeff"
0.066 29 "cubic" "RHoeff"
0.086 30 "cubic" "RHoeff"
0.488 1 "sine period 1/2" "RHoeff"
0.442 2 "sine period 1/2" "RHoeff"
0.322 3 "sine period 1/2" "RHoeff"
0.264 4 "sine period 1/2" "RHoeff"
0.162 5 "sine period 1/2" "RHoeff"
0.182 6 "sine period 1/2" "RHoeff"
0.138 7 "sine period 1/2" "RHoeff"
0.09 8 "sine period 1/2" "RHoeff"
0.122 9 "sine period 1/2" "RHoeff"
0.102 10 "sine period 1/2" "RHoeff"
0.058 11 "sine period 1/2" "RHoeff"
0.068 12 "sine period 1/2" "RHoeff"
0.092 13 "sine period 1/2" "RHoeff"
0.088 14 "sine period 1/2" "RHoeff"
0.042 15 "sine period 1/2" "RHoeff"
0.068 16 "sine period 1/2" "RHoeff"
0.074 17 "sine period 1/2" "RHoeff"
0.07 18 "sine period 1/2" "RHoeff"
0.054 19 "sine period 1/2" "RHoeff"
0.068 20 "sine period 1/2" "RHoeff"
0.054 21 "sine period 1/2" "RHoeff"
0.054 22 "sine period 1/2" "RHoeff"
0.052 23 "sine period 1/2" "RHoeff"
0.058 24 "sine period 1/2" "RHoeff"
0.068 25 "sine period 1/2" "RHoeff"
0.046 26 "sine period 1/2" "RHoeff"
0.06 27 "sine period 1/2" "RHoeff"
0.066 28 "sine period 1/2" "RHoeff"
0.068 29 "sine period 1/2" "RHoeff"
0.038 30 "sine period 1/2" "RHoeff"
0.074 1 "sine period 1/8" "RHoeff"
0.098 2 "sine period 1/8" "RHoeff"
0.07 3 "sine period 1/8" "RHoeff"
0.084 4 "sine period 1/8" "RHoeff"
0.056 5 "sine period 1/8" "RHoeff"
0.054 6 "sine period 1/8" "RHoeff"
0.078 7 "sine period 1/8" "RHoeff"
0.066 8 "sine period 1/8" "RHoeff"
0.054 9 "sine period 1/8" "RHoeff"
0.05 10 "sine period 1/8" "RHoeff"
0.036 11 "sine period 1/8" "RHoeff"
0.05 12 "sine period 1/8" "RHoeff"
0.086 13 "sine period 1/8" "RHoeff"
0.036 14 "sine period 1/8" "RHoeff"
0.044 15 "sine period 1/8" "RHoeff"
0.072 16 "sine period 1/8" "RHoeff"
0.076 17 "sine period 1/8" "RHoeff"
0.058 18 "sine period 1/8" "RHoeff"
0.048 19 "sine period 1/8" "RHoeff"
0.042 20 "sine period 1/8" "RHoeff"
0.036 21 "sine period 1/8" "RHoeff"
0.036 22 "sine period 1/8" "RHoeff"
0.038 23 "sine period 1/8" "RHoeff"
0.042 24 "sine period 1/8" "RHoeff"
0.102 25 "sine period 1/8" "RHoeff"
0.064 26 "sine period 1/8" "RHoeff"
0.068 27 "sine period 1/8" "RHoeff"
0.05 28 "sine period 1/8" "RHoeff"
0.088 29 "sine period 1/8" "RHoeff"
0.044 30 "sine period 1/8" "RHoeff"
1 1 "x^(1/4)" "RHoeff"
0.784 2 "x^(1/4)" "RHoeff"
0.546 3 "x^(1/4)" "RHoeff"
0.366 4 "x^(1/4)" "RHoeff"
0.262 5 "x^(1/4)" "RHoeff"
0.182 6 "x^(1/4)" "RHoeff"
0.126 7 "x^(1/4)" "RHoeff"
0.13 8 "x^(1/4)" "RHoeff"
0.106 9 "x^(1/4)" "RHoeff"
0.104 10 "x^(1/4)" "RHoeff"
0.084 11 "x^(1/4)" "RHoeff"
0.074 12 "x^(1/4)" "RHoeff"
0.058 13 "x^(1/4)" "RHoeff"
0.06 14 "x^(1/4)" "RHoeff"
0.072 15 "x^(1/4)" "RHoeff"
0.084 16 "x^(1/4)" "RHoeff"
0.066 17 "x^(1/4)" "RHoeff"
0.082 18 "x^(1/4)" "RHoeff"
0.05 19 "x^(1/4)" "RHoeff"
0.046 20 "x^(1/4)" "RHoeff"
0.048 21 "x^(1/4)" "RHoeff"
0.068 22 "x^(1/4)" "RHoeff"
0.052 23 "x^(1/4)" "RHoeff"
0.082 24 "x^(1/4)" "RHoeff"
0.038 25 "x^(1/4)" "RHoeff"
0.064 26 "x^(1/4)" "RHoeff"
0.07 27 "x^(1/4)" "RHoeff"
0.082 28 "x^(1/4)" "RHoeff"
0.058 29 "x^(1/4)" "RHoeff"
0.092 30 "x^(1/4)" "RHoeff"
0.07 1 "circle" "RHoeff"
0.072 2 "circle" "RHoeff"
0.05 3 "circle" "RHoeff"
0.056 4 "circle" "RHoeff"
0.074 5 "circle" "RHoeff"
0.046 6 "circle" "RHoeff"
0.054 7 "circle" "RHoeff"
0.05 8 "circle" "RHoeff"
0.066 9 "circle" "RHoeff"
0.07 10 "circle" "RHoeff"
0.034 11 "circle" "RHoeff"
0.028 12 "circle" "RHoeff"
0.034 13 "circle" "RHoeff"
0.048 14 "circle" "RHoeff"
0.04 15 "circle" "RHoeff"
0.048 16 "circle" "RHoeff"
0.038 17 "circle" "RHoeff"
0.06 18 "circle" "RHoeff"
0.038 19 "circle" "RHoeff"
0.052 20 "circle" "RHoeff"
0.038 21 "circle" "RHoeff"
0.066 22 "circle" "RHoeff"
0.04 23 "circle" "RHoeff"
0.034 24 "circle" "RHoeff"
0.054 25 "circle" "RHoeff"
0.048 26 "circle" "RHoeff"
0.038 27 "circle" "RHoeff"
0.054 28 "circle" "RHoeff"
0.074 29 "circle" "RHoeff"
0.036 30 "circle" "RHoeff"
0.97 1 "step" "RHoeff"
0.514 2 "step" "RHoeff"
0.278 3 "step" "RHoeff"
0.162 4 "step" "RHoeff"
0.12 5 "step" "RHoeff"
0.102 6 "step" "RHoeff"
0.096 7 "step" "RHoeff"
0.066 8 "step" "RHoeff"
0.076 9 "step" "RHoeff"
0.07 10 "step" "RHoeff"
0.038 11 "step" "RHoeff"
0.076 12 "step" "RHoeff"
0.056 13 "step" "RHoeff"
0.082 14 "step" "RHoeff"
0.066 15 "step" "RHoeff"
0.042 16 "step" "RHoeff"
0.046 17 "step" "RHoeff"
0.066 18 "step" "RHoeff"
0.086 19 "step" "RHoeff"
0.074 20 "step" "RHoeff"
0.08 21 "step" "RHoeff"
0.058 22 "step" "RHoeff"
0.044 23 "step" "RHoeff"
0.034 24 "step" "RHoeff"
0.058 25 "step" "RHoeff"
0.052 26 "step" "RHoeff"
0.05 27 "step" "RHoeff"
0.05 28 "step" "RHoeff"
0.06 29 "step" "RHoeff"
0.04 30 "step" "RHoeff"
0.222 1 "cross" "RHoeff"
0.134 2 "cross" "RHoeff"
0.15 3 "cross" "RHoeff"
0.12 4 "cross" "RHoeff"
0.124 5 "cross" "RHoeff"
0.096 6 "cross" "RHoeff"
0.094 7 "cross" "RHoeff"
0.092 8 "cross" "RHoeff"
0.088 9 "cross" "RHoeff"
0.074 10 "cross" "RHoeff"
0.05 11 "cross" "RHoeff"
0.068 12 "cross" "RHoeff"
0.05 13 "cross" "RHoeff"
0.054 14 "cross" "RHoeff"
0.076 15 "cross" "RHoeff"
0.09 16 "cross" "RHoeff"
0.046 17 "cross" "RHoeff"
0.04 18 "cross" "RHoeff"
0.064 19 "cross" "RHoeff"
0.062 20 "cross" "RHoeff"
0.08 21 "cross" "RHoeff"
0.056 22 "cross" "RHoeff"
0.056 23 "cross" "RHoeff"
0.058 24 "cross" "RHoeff"
0.094 25 "cross" "RHoeff"
0.074 26 "cross" "RHoeff"
0.062 27 "cross" "RHoeff"
0.06 28 "cross" "RHoeff"
0.022 29 "cross" "RHoeff"
0.068 30 "cross" "RHoeff"
0.15 1 "clusters" "RHoeff"
0.18 2 "clusters" "RHoeff"
0.15 3 "clusters" "RHoeff"
0.126 4 "clusters" "RHoeff"
0.104 5 "clusters" "RHoeff"
0.142 6 "clusters" "RHoeff"
0.12 7 "clusters" "RHoeff"
0.054 8 "clusters" "RHoeff"
0.102 9 "clusters" "RHoeff"
0.16 10 "clusters" "RHoeff"
0.062 11 "clusters" "RHoeff"
0.106 12 "clusters" "RHoeff"
0.104 13 "clusters" "RHoeff"
0.09 14 "clusters" "RHoeff"
0.074 15 "clusters" "RHoeff"
0.052 16 "clusters" "RHoeff"
0.09 17 "clusters" "RHoeff"
0.052 18 "clusters" "RHoeff"
0.05 19 "clusters" "RHoeff"
0.088 20 "clusters" "RHoeff"
0.084 21 "clusters" "RHoeff"
0.092 22 "clusters" "RHoeff"
0.026 23 "clusters" "RHoeff"
0.056 24 "clusters" "RHoeff"
0.062 25 "clusters" "RHoeff"
0.05 26 "clusters" "RHoeff"
0.048 27 "clusters" "RHoeff"
0.068 28 "clusters" "RHoeff"
0.04 29 "clusters" "RHoeff"
0.06 30 "clusters" "RHoeff"
0.158 1 "two parabola" "RHoeff"
0.146 2 "two parabola" "RHoeff"
0.106 3 "two parabola" "RHoeff"
0.132 4 "two parabola" "RHoeff"
0.094 5 "two parabola" "RHoeff"
0.1 6 "two parabola" "RHoeff"
0.102 7 "two parabola" "RHoeff"
0.106 8 "two parabola" "RHoeff"
0.054 9 "two parabola" "RHoeff"
0.05 10 "two parabola" "RHoeff"
0.068 11 "two parabola" "RHoeff"
0.06 12 "two parabola" "RHoeff"
0.05 13 "two parabola" "RHoeff"
0.074 14 "two parabola" "RHoeff"
0.062 15 "two parabola" "RHoeff"
0.064 16 "two parabola" "RHoeff"
0.078 17 "two parabola" "RHoeff"
0.054 18 "two parabola" "RHoeff"
0.054 19 "two parabola" "RHoeff"
0.078 20 "two parabola" "RHoeff"
0.048 21 "two parabola" "RHoeff"
0.056 22 "two parabola" "RHoeff"
0.054 23 "two parabola" "RHoeff"
0.07 24 "two parabola" "RHoeff"
0.036 25 "two parabola" "RHoeff"
0.06 26 "two parabola" "RHoeff"
0.078 27 "two parabola" "RHoeff"
0.034 28 "two parabola" "RHoeff"
0.072 29 "two parabola" "RHoeff"
0.066 30 "two parabola" "RHoeff"
0.108 1 "spiral" "RHoeff"
0.076 2 "spiral" "RHoeff"
0.1 3 "spiral" "RHoeff"
0.084 4 "spiral" "RHoeff"
0.072 5 "spiral" "RHoeff"
0.09 6 "spiral" "RHoeff"
0.058 7 "spiral" "RHoeff"
0.078 8 "spiral" "RHoeff"
0.068 9 "spiral" "RHoeff"
0.064 10 "spiral" "RHoeff"
0.066 11 "spiral" "RHoeff"
0.064 12 "spiral" "RHoeff"
0.068 13 "spiral" "RHoeff"
0.074 14 "spiral" "RHoeff"
0.064 15 "spiral" "RHoeff"
0.07 16 "spiral" "RHoeff"
0.052 17 "spiral" "RHoeff"
0.036 18 "spiral" "RHoeff"
0.03 19 "spiral" "RHoeff"
0.064 20 "spiral" "RHoeff"
0.048 21 "spiral" "RHoeff"
0.064 22 "spiral" "RHoeff"
0.058 23 "spiral" "RHoeff"
0.058 24 "spiral" "RHoeff"
0.058 25 "spiral" "RHoeff"
0.07 26 "spiral" "RHoeff"
0.044 27 "spiral" "RHoeff"
0.038 28 "spiral" "RHoeff"
0.06 29 "spiral" "RHoeff"
0.068 30 "spiral" "RHoeff"
1 1 "linear" "BDY"
1 2 "linear" "BDY"
0.972 3 "linear" "BDY"
0.874 4 "linear" "BDY"
0.682 5 "linear" "BDY"
0.514 6 "linear" "BDY"
0.432 7 "linear" "BDY"
0.382 8 "linear" "BDY"
0.256 9 "linear" "BDY"
0.236 10 "linear" "BDY"
0.216 11 "linear" "BDY"
0.212 12 "linear" "BDY"
0.162 13 "linear" "BDY"
0.132 14 "linear" "BDY"
0.112 15 "linear" "BDY"
0.088 16 "linear" "BDY"
0.12 17 "linear" "BDY"
0.14 18 "linear" "BDY"
0.102 19 "linear" "BDY"
0.086 20 "linear" "BDY"
0.108 21 "linear" "BDY"
0.06 22 "linear" "BDY"
0.066 23 "linear" "BDY"
0.102 24 "linear" "BDY"
0.074 25 "linear" "BDY"
0.082 26 "linear" "BDY"
0.086 27 "linear" "BDY"
0.082 28 "linear" "BDY"
0.092 29 "linear" "BDY"
0.09 30 "linear" "BDY"
0.982 1 "quadratic" "BDY"
0.79 2 "quadratic" "BDY"
0.382 3 "quadratic" "BDY"
0.186 4 "quadratic" "BDY"
0.166 5 "quadratic" "BDY"
0.124 6 "quadratic" "BDY"
0.134 7 "quadratic" "BDY"
0.06 8 "quadratic" "BDY"
0.066 9 "quadratic" "BDY"
0.058 10 "quadratic" "BDY"
0.062 11 "quadratic" "BDY"
0.068 12 "quadratic" "BDY"
0.044 13 "quadratic" "BDY"
0.032 14 "quadratic" "BDY"
0.046 15 "quadratic" "BDY"
0.048 16 "quadratic" "BDY"
0.068 17 "quadratic" "BDY"
0.036 18 "quadratic" "BDY"
0.046 19 "quadratic" "BDY"
0.042 20 "quadratic" "BDY"
0.044 21 "quadratic" "BDY"
0.054 22 "quadratic" "BDY"
0.054 23 "quadratic" "BDY"
0.058 24 "quadratic" "BDY"
0.062 25 "quadratic" "BDY"
0.046 26 "quadratic" "BDY"
0.038 27 "quadratic" "BDY"
0.076 28 "quadratic" "BDY"
0.06 29 "quadratic" "BDY"
0.06 30 "quadratic" "BDY"
0.924 1 "cubic" "BDY"
0.78 2 "cubic" "BDY"
0.538 3 "cubic" "BDY"
0.466 4 "cubic" "BDY"
0.33 5 "cubic" "BDY"
0.28 6 "cubic" "BDY"
0.262 7 "cubic" "BDY"
0.18 8 "cubic" "BDY"
0.164 9 "cubic" "BDY"
0.144 10 "cubic" "BDY"
0.128 11 "cubic" "BDY"
0.116 12 "cubic" "BDY"
0.184 13 "cubic" "BDY"
0.082 14 "cubic" "BDY"
0.08 15 "cubic" "BDY"
0.072 16 "cubic" "BDY"
0.086 17 "cubic" "BDY"
0.106 18 "cubic" "BDY"
0.062 19 "cubic" "BDY"
0.094 20 "cubic" "BDY"
0.07 21 "cubic" "BDY"
0.09 22 "cubic" "BDY"
0.052 23 "cubic" "BDY"
0.062 24 "cubic" "BDY"
0.056 25 "cubic" "BDY"
0.074 26 "cubic" "BDY"
0.062 27 "cubic" "BDY"
0.08 28 "cubic" "BDY"
0.06 29 "cubic" "BDY"
0.088 30 "cubic" "BDY"
0.546 1 "sine period 1/2" "BDY"
0.444 2 "sine period 1/2" "BDY"
0.316 3 "sine period 1/2" "BDY"
0.256 4 "sine period 1/2" "BDY"
0.158 5 "sine period 1/2" "BDY"
0.184 6 "sine period 1/2" "BDY"
0.136 7 "sine period 1/2" "BDY"
0.092 8 "sine period 1/2" "BDY"
0.122 9 "sine period 1/2" "BDY"
0.102 10 "sine period 1/2" "BDY"
0.058 11 "sine period 1/2" "BDY"
0.064 12 "sine period 1/2" "BDY"
0.104 13 "sine period 1/2" "BDY"
0.058 14 "sine period 1/2" "BDY"
0.048 15 "sine period 1/2" "BDY"
0.08 16 "sine period 1/2" "BDY"
0.076 17 "sine period 1/2" "BDY"
0.078 18 "sine period 1/2" "BDY"
0.056 19 "sine period 1/2" "BDY"
0.068 20 "sine period 1/2" "BDY"
0.058 21 "sine period 1/2" "BDY"
0.052 22 "sine period 1/2" "BDY"
0.044 23 "sine period 1/2" "BDY"
0.058 24 "sine period 1/2" "BDY"
0.088 25 "sine period 1/2" "BDY"
0.04 26 "sine period 1/2" "BDY"
0.052 27 "sine period 1/2" "BDY"
0.07 28 "sine period 1/2" "BDY"
0.076 29 "sine period 1/2" "BDY"
0.044 30 "sine period 1/2" "BDY"
0.074 1 "sine period 1/8" "BDY"
0.08 2 "sine period 1/8" "BDY"
0.09 3 "sine period 1/8" "BDY"
0.082 4 "sine period 1/8" "BDY"
0.06 5 "sine period 1/8" "BDY"
0.048 6 "sine period 1/8" "BDY"
0.08 7 "sine period 1/8" "BDY"
0.064 8 "sine period 1/8" "BDY"
0.056 9 "sine period 1/8" "BDY"
0.052 10 "sine period 1/8" "BDY"
0.036 11 "sine period 1/8" "BDY"
0.046 12 "sine period 1/8" "BDY"
0.088 13 "sine period 1/8" "BDY"
0.046 14 "sine period 1/8" "BDY"
0.046 15 "sine period 1/8" "BDY"
0.086 16 "sine period 1/8" "BDY"
0.074 17 "sine period 1/8" "BDY"
0.054 18 "sine period 1/8" "BDY"
0.048 19 "sine period 1/8" "BDY"
0.046 20 "sine period 1/8" "BDY"
0.042 21 "sine period 1/8" "BDY"
0.038 22 "sine period 1/8" "BDY"
0.046 23 "sine period 1/8" "BDY"
0.044 24 "sine period 1/8" "BDY"
0.098 25 "sine period 1/8" "BDY"
0.06 26 "sine period 1/8" "BDY"
0.07 27 "sine period 1/8" "BDY"
0.05 28 "sine period 1/8" "BDY"
0.088 29 "sine period 1/8" "BDY"
0.046 30 "sine period 1/8" "BDY"
1 1 "x^(1/4)" "BDY"
0.776 2 "x^(1/4)" "BDY"
0.556 3 "x^(1/4)" "BDY"
0.366 4 "x^(1/4)" "BDY"
0.258 5 "x^(1/4)" "BDY"
0.18 6 "x^(1/4)" "BDY"
0.16 7 "x^(1/4)" "BDY"
0.132 8 "x^(1/4)" "BDY"
0.104 9 "x^(1/4)" "BDY"
0.082 10 "x^(1/4)" "BDY"
0.088 11 "x^(1/4)" "BDY"
0.086 12 "x^(1/4)" "BDY"
0.06 13 "x^(1/4)" "BDY"
0.056 14 "x^(1/4)" "BDY"
0.07 15 "x^(1/4)" "BDY"
0.076 16 "x^(1/4)" "BDY"
0.068 17 "x^(1/4)" "BDY"
0.08 18 "x^(1/4)" "BDY"
0.05 19 "x^(1/4)" "BDY"
0.04 20 "x^(1/4)" "BDY"
0.058 21 "x^(1/4)" "BDY"
0.064 22 "x^(1/4)" "BDY"
0.048 23 "x^(1/4)" "BDY"
0.088 24 "x^(1/4)" "BDY"
0.044 25 "x^(1/4)" "BDY"
0.07 26 "x^(1/4)" "BDY"
