"power" "noise" "d_type" "method"
0.054 18 "sine period 1/2" "dcor"
0.042 19 "sine period 1/2" "dcor"
0.064 20 "sine period 1/2" "dcor"
0.038 21 "sine period 1/2" "dcor"
0.07 22 "sine period 1/2" "dcor"
0.036 23 "sine period 1/2" "dcor"
0.054 24 "sine period 1/2" "dcor"
0.06 25 "sine period 1/2" "dcor"
0.058 26 "sine period 1/2" "dcor"
0.062 27 "sine period 1/2" "dcor"
0.066 28 "sine period 1/2" "dcor"
0.078 29 "sine period 1/2" "dcor"
0.046 30 "sine period 1/2" "dcor"
0.07 1 "sine period 1/8" "dcor"
0.078 2 "sine period 1/8" "dcor"
0.066 3 "sine period 1/8" "dcor"
0.088 4 "sine period 1/8" "dcor"
0.062 5 "sine period 1/8" "dcor"
0.068 6 "sine period 1/8" "dcor"
0.098 7 "sine period 1/8" "dcor"
0.058 8 "sine period 1/8" "dcor"
0.07 9 "sine period 1/8" "dcor"
0.056 10 "sine period 1/8" "dcor"
0.04 11 "sine period 1/8" "dcor"
0.052 12 "sine period 1/8" "dcor"
0.09 13 "sine period 1/8" "dcor"
0.036 14 "sine period 1/8" "dcor"
0.052 15 "sine period 1/8" "dcor"
0.07 16 "sine period 1/8" "dcor"
0.074 17 "sine period 1/8" "dcor"
0.052 18 "sine period 1/8" "dcor"
0.054 19 "sine period 1/8" "dcor"
0.044 20 "sine period 1/8" "dcor"
0.054 21 "sine period 1/8" "dcor"
0.044 22 "sine period 1/8" "dcor"
0.042 23 "sine period 1/8" "dcor"
0.054 24 "sine period 1/8" "dcor"
0.086 25 "sine period 1/8" "dcor"
0.074 26 "sine period 1/8" "dcor"
0.086 27 "sine period 1/8" "dcor"
0.064 28 "sine period 1/8" "dcor"
0.076 29 "sine period 1/8" "dcor"
0.06 30 "sine period 1/8" "dcor"
1 1 "x^(1/4)" "dcor"
0.842 2 "x^(1/4)" "dcor"
0.594 3 "x^(1/4)" "dcor"
0.416 4 "x^(1/4)" "dcor"
0.264 5 "x^(1/4)" "dcor"
0.23 6 "x^(1/4)" "dcor"
0.162 7 "x^(1/4)" "dcor"
0.144 8 "x^(1/4)" "dcor"
0.124 9 "x^(1/4)" "dcor"
0.09 10 "x^(1/4)" "dcor"
0.082 11 "x^(1/4)" "dcor"
0.074 12 "x^(1/4)" "dcor"
0.064 13 "x^(1/4)" "dcor"
0.082 14 "x^(1/4)" "dcor"
0.078 15 "x^(1/4)" "dcor"
0.09 16 "x^(1/4)" "dcor"
0.072 17 "x^(1/4)" "dcor"
0.076 18 "x^(1/4)" "dcor"
0.052 19 "x^(1/4)" "dcor"
0.044 20 "x^(1/4)" "dcor"
0.05 21 "x^(1/4)" "dcor"
0.07 22 "x^(1/4)" "dcor"
0.044 23 "x^(1/4)" "dcor"
0.078 24 "x^(1/4)" "dcor"
0.036 25 "x^(1/4)" "dcor"
0.056 26 "x^(1/4)" "dcor"
0.074 27 "x^(1/4)" "dcor"
0.084 28 "x^(1/4)" "dcor"
0.06 29 "x^(1/4)" "dcor"
0.078 30 "x^(1/4)" "dcor"
0.032 1 "circle" "dcor"
0.032 2 "circle" "dcor"
0.046 3 "circle" "dcor"
0.048 4 "circle" "dcor"
0.054 5 "circle" "dcor"
0.03 6 "circle" "dcor"
0.028 7 "circle" "dcor"
0.046 8 "circle" "dcor"
0.068 9 "circle" "dcor"
0.06 10 "circle" "dcor"
0.03 11 "circle" "dcor"
0.016 12 "circle" "dcor"
0.022 13 "circle" "dcor"
0.046 14 "circle" "dcor"
0.032 15 "circle" "dcor"
0.044 16 "circle" "dcor"
0.042 17 "circle" "dcor"
0.032 18 "circle" "dcor"
0.03 19 "circle" "dcor"
0.038 20 "circle" "dcor"
0.036 21 "circle" "dcor"
0.046 22 "circle" "dcor"
0.032 23 "circle" "dcor"
0.034 24 "circle" "dcor"
0.056 25 "circle" "dcor"
0.034 26 "circle" "dcor"
0.04 27 "circle" "dcor"
0.054 28 "circle" "dcor"
0.064 29 "circle" "dcor"
0.02 30 "circle" "dcor"
0.976 1 "step" "dcor"
0.51 2 "step" "dcor"
0.28 3 "step" "dcor"
0.192 4 "step" "dcor"
0.132 5 "step" "dcor"
0.1 6 "step" "dcor"
0.096 7 "step" "dcor"
0.064 8 "step" "dcor"
0.088 9 "step" "dcor"
0.062 10 "step" "dcor"
0.04 11 "step" "dcor"
0.086 12 "step" "dcor"
0.056 13 "step" "dcor"
0.072 14 "step" "dcor"
0.074 15 "step" "dcor"
0.048 16 "step" "dcor"
0.046 17 "step" "dcor"
0.09 18 "step" "dcor"
0.096 19 "step" "dcor"
0.086 20 "step" "dcor"
0.074 21 "step" "dcor"
0.074 22 "step" "dcor"
0.038 23 "step" "dcor"
0.05 24 "step" "dcor"
0.05 25 "step" "dcor"
0.048 26 "step" "dcor"
0.062 27 "step" "dcor"
0.05 28 "step" "dcor"
0.064 29 "step" "dcor"
0.054 30 "step" "dcor"
0.286 1 "cross" "dcor"
0.22 2 "cross" "dcor"
0.236 3 "cross" "dcor"
0.198 4 "cross" "dcor"
0.2 5 "cross" "dcor"
0.18 6 "cross" "dcor"
0.136 7 "cross" "dcor"
0.136 8 "cross" "dcor"
0.096 9 "cross" "dcor"
0.11 10 "cross" "dcor"
0.084 11 "cross" "dcor"
0.082 12 "cross" "dcor"
0.088 13 "cross" "dcor"
0.064 14 "cross" "dcor"
0.088 15 "cross" "dcor"
0.134 16 "cross" "dcor"
0.052 17 "cross" "dcor"
0.062 18 "cross" "dcor"
0.064 19 "cross" "dcor"
0.05 20 "cross" "dcor"
0.102 21 "cross" "dcor"
0.062 22 "cross" "dcor"
0.06 23 "cross" "dcor"
0.058 24 "cross" "dcor"
0.112 25 "cross" "dcor"
0.078 26 "cross" "dcor"
0.06 27 "cross" "dcor"
0.056 28 "cross" "dcor"
0.04 29 "cross" "dcor"
0.066 30 "cross" "dcor"
0.824 1 "clusters" "dcor"
0.794 2 "clusters" "dcor"
0.778 3 "clusters" "dcor"
0.636 4 "clusters" "dcor"
0.654 5 "clusters" "dcor"
0.578 6 "clusters" "dcor"
0.532 7 "clusters" "dcor"
0.282 8 "clusters" "dcor"
0.316 9 "clusters" "dcor"
0.29 10 "clusters" "dcor"
0.184 11 "clusters" "dcor"
0.192 12 "clusters" "dcor"
0.224 13 "clusters" "dcor"
0.136 14 "clusters" "dcor"
0.106 15 "clusters" "dcor"
0.088 16 "clusters" "dcor"
0.128 17 "clusters" "dcor"
0.09 18 "clusters" "dcor"
0.058 19 "clusters" "dcor"
0.126 20 "clusters" "dcor"
0.112 21 "clusters" "dcor"
0.126 22 "clusters" "dcor"
0.066 23 "clusters" "dcor"
0.078 24 "clusters" "dcor"
0.098 25 "clusters" "dcor"
0.076 26 "clusters" "dcor"
0.066 27 "clusters" "dcor"
0.086 28 "clusters" "dcor"
0.07 29 "clusters" "dcor"
0.06 30 "clusters" "dcor"
0.364 1 "two parabola" "dcor"
0.422 2 "two parabola" "dcor"
0.206 3 "two parabola" "dcor"
0.304 4 "two parabola" "dcor"
0.184 5 "two parabola" "dcor"
0.158 6 "two parabola" "dcor"
0.182 7 "two parabola" "dcor"
0.122 8 "two parabola" "dcor"
0.084 9 "two parabola" "dcor"
0.07 10 "two parabola" "dcor"
0.1 11 "two parabola" "dcor"
0.068 12 "two parabola" "dcor"
0.082 13 "two parabola" "dcor"
0.084 14 "two parabola" "dcor"
0.082 15 "two parabola" "dcor"
0.084 16 "two parabola" "dcor"
0.106 17 "two parabola" "dcor"
0.08 18 "two parabola" "dcor"
0.036 19 "two parabola" "dcor"
0.07 20 "two parabola" "dcor"
0.052 21 "two parabola" "dcor"
0.052 22 "two parabola" "dcor"
0.07 23 "two parabola" "dcor"
0.074 24 "two parabola" "dcor"
0.04 25 "two parabola" "dcor"
0.048 26 "two parabola" "dcor"
0.072 27 "two parabola" "dcor"
0.024 28 "two parabola" "dcor"
0.07 29 "two parabola" "dcor"
0.072 30 "two parabola" "dcor"
0.106 1 "spiral" "dcor"
0.12 2 "spiral" "dcor"
0.096 3 "spiral" "dcor"
0.104 4 "spiral" "dcor"
0.094 5 "spiral" "dcor"
0.108 6 "spiral" "dcor"
0.076 7 "spiral" "dcor"
0.106 8 "spiral" "dcor"
0.092 9 "spiral" "dcor"
0.074 10 "spiral" "dcor"
0.082 11 "spiral" "dcor"
0.07 12 "spiral" "dcor"
0.054 13 "spiral" "dcor"
0.08 14 "spiral" "dcor"
0.066 15 "spiral" "dcor"
0.078 16 "spiral" "dcor"
0.032 17 "spiral" "dcor"
0.066 18 "spiral" "dcor"
0.056 19 "spiral" "dcor"
0.08 20 "spiral" "dcor"
0.054 21 "spiral" "dcor"
0.064 22 "spiral" "dcor"
0.054 23 "spiral" "dcor"
0.052 24 "spiral" "dcor"
0.052 25 "spiral" "dcor"
0.062 26 "spiral" "dcor"
0.046 27 "spiral" "dcor"
0.046 28 "spiral" "dcor"
0.046 29 "spiral" "dcor"
0.076 30 "spiral" "dcor"
1 1 "linear" "MIC"
0.972 2 "linear" "MIC"
0.806 3 "linear" "MIC"
0.5 4 "linear" "MIC"
0.342 5 "linear" "MIC"
0.264 6 "linear" "MIC"
0.226 7 "linear" "MIC"
0.22 8 "linear" "MIC"
0.1 9 "linear" "MIC"
0.11 10 "linear" "MIC"
0.104 11 "linear" "MIC"
0.124 12 "linear" "MIC"
0.088 13 "linear" "MIC"
0.086 14 "linear" "MIC"
0.086 15 "linear" "MIC"
0.054 16 "linear" "MIC"
0.07 17 "linear" "MIC"
0.11 18 "linear" "MIC"
0.072 19 "linear" "MIC"
0.05 20 "linear" "MIC"
0.064 21 "linear" "MIC"
0.038 22 "linear" "MIC"
0.054 23 "linear" "MIC"
0.082 24 "linear" "MIC"
0.066 25 "linear" "MIC"
0.082 26 "linear" "MIC"
0.038 27 "linear" "MIC"
0.054 28 "linear" "MIC"
0.058 29 "linear" "MIC"
0.044 30 "linear" "MIC"
0.986 1 "quadratic" "MIC"
0.84 2 "quadratic" "MIC"
0.606 3 "quadratic" "MIC"
0.354 4 "quadratic" "MIC"
0.288 5 "quadratic" "MIC"
0.194 6 "quadratic" "MIC"
0.19 7 "quadratic" "MIC"
0.114 8 "quadratic" "MIC"
0.106 9 "quadratic" "MIC"
0.09 10 "quadratic" "MIC"
0.034 11 "quadratic" "MIC"
0.082 12 "quadratic" "MIC"
0.08 13 "quadratic" "MIC"
0.046 14 "quadratic" "MIC"
0.066 15 "quadratic" "MIC"
0.086 16 "quadratic" "MIC"
0.074 17 "quadratic" "MIC"
0.078 18 "quadratic" "MIC"
0.034 19 "quadratic" "MIC"
0.04 20 "quadratic" "MIC"
0.05 21 "quadratic" "MIC"
0.052 22 "quadratic" "MIC"
0.054 23 "quadratic" "MIC"
0.056 24 "quadratic" "MIC"
0.05 25 "quadratic" "MIC"
0.056 26 "quadratic" "MIC"
0.048 27 "quadratic" "MIC"
0.04 28 "quadratic" "MIC"
0.068 29 "quadratic" "MIC"
0.05 30 "quadratic" "MIC"
0.966 1 "cubic" "MIC"
0.786 2 "cubic" "MIC"
0.484 3 "cubic" "MIC"
0.44 4 "cubic" "MIC"
0.232 5 "cubic" "MIC"
0.254 6 "cubic" "MIC"
0.2 7 "cubic" "MIC"
0.106 8 "cubic" "MIC"
0.154 9 "cubic" "MIC"
0.11 10 "cubic" "MIC"
0.08 11 "cubic" "MIC"
0.072 12 "cubic" "MIC"
0.142 13 "cubic" "MIC"
0.138 14 "cubic" "MIC"
0.05 15 "cubic" "MIC"
0.082 16 "cubic" "MIC"
0.082 17 "cubic" "MIC"
0.092 18 "cubic" "MIC"
0.068 19 "cubic" "MIC"
0.074 20 "cubic" "MIC"
0.062 21 "cubic" "MIC"
0.054 22 "cubic" "MIC"
0.038 23 "cubic" "MIC"
0.074 24 "cubic" "MIC"
0.088 25 "cubic" "MIC"
0.072 26 "cubic" "MIC"
0.062 27 "cubic" "MIC"
0.068 28 "cubic" "MIC"
0.044 29 "cubic" "MIC"
0.084 30 "cubic" "MIC"
0.9 1 "sine period 1/2" "MIC"
0.672 2 "sine period 1/2" "MIC"
0.488 3 "sine period 1/2" "MIC"
0.33 4 "sine period 1/2" "MIC"
0.176 5 "sine period 1/2" "MIC"
0.16 6 "sine period 1/2" "MIC"
0.14 7 "sine period 1/2" "MIC"
0.1 8 "sine period 1/2" "MIC"
0.098 9 "sine period 1/2" "MIC"
0.094 10 "sine period 1/2" "MIC"
0.072 11 "sine period 1/2" "MIC"
0.082 12 "sine period 1/2" "MIC"
0.058 13 "sine period 1/2" "MIC"
0.052 14 "sine period 1/2" "MIC"
0.042 15 "sine period 1/2" "MIC"
0.068 16 "sine period 1/2" "MIC"
0.074 17 "sine period 1/2" "MIC"
0.026 18 "sine period 1/2" "MIC"
0.058 19 "sine period 1/2" "MIC"
0.07 20 "sine period 1/2" "MIC"
0.064 21 "sine period 1/2" "MIC"
0.06 22 "sine period 1/2" "MIC"
0.048 23 "sine period 1/2" "MIC"
0.052 24 "sine period 1/2" "MIC"
0.076 25 "sine period 1/2" "MIC"
0.06 26 "sine period 1/2" "MIC"
0.058 27 "sine period 1/2" "MIC"
0.058 28 "sine period 1/2" "MIC"
0.076 29 "sine period 1/2" "MIC"
0.066 30 "sine period 1/2" "MIC"
0.056 1 "sine period 1/8" "MIC"
0.062 2 "sine period 1/8" "MIC"
0.088 3 "sine period 1/8" "MIC"
0.06 4 "sine period 1/8" "MIC"
0.044 5 "sine period 1/8" "MIC"
0.076 6 "sine period 1/8" "MIC"
0.066 7 "sine period 1/8" "MIC"
0.078 8 "sine period 1/8" "MIC"
0.034 9 "sine period 1/8" "MIC"
0.066 10 "sine period 1/8" "MIC"
0.038 11 "sine period 1/8" "MIC"
0.066 12 "sine period 1/8" "MIC"
0.032 13 "sine period 1/8" "MIC"
0.05 14 "sine period 1/8" "MIC"
0.054 15 "sine period 1/8" "MIC"
0.04 16 "sine period 1/8" "MIC"
0.052 17 "sine period 1/8" "MIC"
0.038 18 "sine period 1/8" "MIC"
0.026 19 "sine period 1/8" "MIC"
0.038 20 "sine period 1/8" "MIC"
0.042 21 "sine period 1/8" "MIC"
0.034 22 "sine period 1/8" "MIC"
0.08 23 "sine period 1/8" "MIC"
0.024 24 "sine period 1/8" "MIC"
0.054 25 "sine period 1/8" "MIC"
0.052 26 "sine period 1/8" "MIC"
0.068 27 "sine period 1/8" "MIC"
0.04 28 "sine period 1/8" "MIC"
0.106 29 "sine period 1/8" "MIC"
0.056 30 "sine period 1/8" "MIC"
0.958 1 "x^(1/4)" "MIC"
0.542 2 "x^(1/4)" "MIC"
0.364 3 "x^(1/4)" "MIC"
0.208 4 "x^(1/4)" "MIC"
0.126 5 "x^(1/4)" "MIC"
0.088 6 "x^(1/4)" "MIC"
0.06 7 "x^(1/4)" "MIC"
0.06 8 "x^(1/4)" "MIC"
0.078 9 "x^(1/4)" "MIC"
0.058 10 "x^(1/4)" "MIC"
0.06 11 "x^(1/4)" "MIC"
0.088 12 "x^(1/4)" "MIC"
0.032 13 "x^(1/4)" "MIC"
0.048 14 "x^(1/4)" "MIC"
0.074 15 "x^(1/4)" "MIC"
0.09 16 "x^(1/4)" "MIC"
0.06 17 "x^(1/4)" "MIC"
0.098 18 "x^(1/4)" "MIC"
0.068 19 "x^(1/4)" "MIC"
0.018 20 "x^(1/4)" "MIC"
0.038 21 "x^(1/4)" "MIC"
0.052 22 "x^(1/4)" "MIC"
0.052 23 "x^(1/4)" "MIC"
0.048 24 "x^(1/4)" "MIC"
0.052 25 "x^(1/4)" "MIC"
0.074 26 "x^(1/4)" "MIC"
0.052 27 "x^(1/4)" "MIC"
0.05 28 "x^(1/4)" "MIC"
0.054 29 "x^(1/4)" "MIC"
0.036 30 "x^(1/4)" "MIC"
0.374 1 "circle" "MIC"
0.276 2 "circle" "MIC"
0.258 3 "circle" "MIC"
0.222 4 "circle" "MIC"
0.172 5 "circle" "MIC"
0.158 6 "circle" "MIC"
0.162 7 "circle" "MIC"
0.144 8 "circle" "MIC"
0.112 9 "circle" "MIC"
0.124 10 "circle" "MIC"
0.07 11 "circle" "MIC"
0.102 12 "circle" "MIC"
0.082 13 "circle" "MIC"
0.098 14 "circle" "MIC"
0.082 15 "circle" "MIC"
0.09 16 "circle" "MIC"
0.066 17 "circle" "MIC"
0.072 18 "circle" "MIC"
0.068 19 "circle" "MIC"
0.07 20 "circle" "MIC"
0.054 21 "circle" "MIC"
0.046 22 "circle" "MIC"
0.046 23 "circle" "MIC"
0.064 24 "circle" "MIC"
0.046 25 "circle" "MIC"
0.048 26 "circle" "MIC"
0.04 27 "circle" "MIC"
0.078 28 "circle" "MIC"
0.066 29 "circle" "MIC"
0.042 30 "circle" "MIC"
0.88 1 "step" "MIC"
0.276 2 "step" "MIC"
0.13 3 "step" "MIC"
0.084 4 "step" "MIC"
0.084 5 "step" "MIC"
0.05 6 "step" "MIC"
0.074 7 "step" "MIC"
0.058 8 "step" "MIC"
0.068 9 "step" "MIC"
0.036 10 "step" "MIC"
0.046 11 "step" "MIC"
0.066 12 "step" "MIC"
0.038 13 "step" "MIC"
0.084 14 "step" "MIC"
0.058 15 "step" "MIC"
0.062 16 "step" "MIC"
0.028 17 "step" "MIC"
0.05 18 "step" "MIC"
0.058 19 "step" "MIC"
0.1 20 "step" "MIC"
0.098 21 "step" "MIC"
0.06 22 "step" "MIC"
0.034 23 "step" "MIC"
0.056 24 "step" "MIC"
0.06 25 "step" "MIC"
0.056 26 "step" "MIC"
0.026 27 "step" "MIC"
0.044 28 "step" "MIC"
0.046 29 "step" "MIC"
0.03 30 "step" "MIC"
0.296 1 "cross" "MIC"
0.236 2 "cross" "MIC"
0.174 3 "cross" "MIC"
0.168 4 "cross" "MIC"
0.11 5 "cross" "MIC"
0.114 6 "cross" "MIC"
0.118 7 "cross" "MIC"
0.078 8 "cross" "MIC"
0.076 9 "cross" "MIC"
0.082 10 "cross" "MIC"
0.042 11 "cross" "MIC"
0.062 12 "cross" "MIC"
0.06 13 "cross" "MIC"
0.05 14 "cross" "MIC"
0.048 15 "cross" "MIC"
0.064 16 "cross" "MIC"
0.05 17 "cross" "MIC"
0.044 18 "cross" "MIC"
0.062 19 "cross" "MIC"
0.048 20 "cross" "MIC"
0.042 21 "cross" "MIC"
0.026 22 "cross" "MIC"
0.042 23 "cross" "MIC"
0.068 24 "cross" "MIC"
0.076 25 "cross" "MIC"
0.048 26 "cross" "MIC"
0.066 27 "cross" "MIC"
0.086 28 "cross" "MIC"
0.038 29 "cross" "MIC"
0.048 30 "cross" "MIC"
0.196 1 "clusters" "MIC"
0.198 2 "clusters" "MIC"
0.14 3 "clusters" "MIC"
0.154 4 "clusters" "MIC"
0.132 5 "clusters" "MIC"
0.144 6 "clusters" "MIC"
0.134 7 "clusters" "MIC"
0.146 8 "clusters" "MIC"
0.14 9 "clusters" "MIC"
0.162 10 "clusters" "MIC"
0.102 11 "clusters" "MIC"
0.108 12 "clusters" "MIC"
0.044 13 "clusters" "MIC"
0.08 14 "clusters" "MIC"
0.07 15 "clusters" "MIC"
0.052 16 "clusters" "MIC"
0.074 17 "clusters" "MIC"
0.046 18 "clusters" "MIC"
0.038 19 "clusters" "MIC"
0.04 20 "clusters" "MIC"
0.048 21 "clusters" "MIC"
0.11 22 "clusters" "MIC"
0.052 23 "clusters" "MIC"
0.056 24 "clusters" "MIC"
0.068 25 "clusters" "MIC"
0.062 26 "clusters" "MIC"
0.058 27 "clusters" "MIC"
0.068 28 "clusters" "MIC"
0.052 29 "clusters" "MIC"
0.07 30 "clusters" "MIC"
0.22 1 "two parabola" "MIC"
0.132 2 "two parabola" "MIC"
0.15 3 "two parabola" "MIC"
0.154 4 "two parabola" "MIC"
0.088 5 "two parabola" "MIC"
0.09 6 "two parabola" "MIC"
0.054 7 "two parabola" "MIC"
0.054 8 "two parabola" "MIC"
0.052 9 "two parabola" "MIC"
0.05 10 "two parabola" "MIC"
0.064 11 "two parabola" "MIC"
0.064 12 "two parabola" "MIC"
0.044 13 "two parabola" "MIC"
0.06 14 "two parabola" "MIC"
0.03 15 "two parabola" "MIC"
0.064 16 "two parabola" "MIC"
0.056 17 "two parabola" "MIC"
0.05 18 "two parabola" "MIC"
0.032 19 "two parabola" "MIC"
0.04 20 "two parabola" "MIC"
0.07 21 "two parabola" "MIC"
0.058 22 "two parabola" "MIC"
0.038 23 "two parabola" "MIC"
0.064 24 "two parabola" "MIC"
0.026 25 "two parabola" "MIC"
0.06 26 "two parabola" "MIC"
0.052 27 "two parabola" "MIC"
0.052 28 "two parabola" "MIC"
0.042 29 "two parabola" "MIC"
0.056 30 "two parabola" "MIC"
0.1 1 "spiral" "MIC"
0.1 2 "spiral" "MIC"
0.102 3 "spiral" "MIC"
0.076 4 "spiral" "MIC"
0.072 5 "spiral" "MIC"
0.046 6 "spiral" "MIC"
0.064 7 "spiral" "MIC"
0.054 8 "spiral" "MIC"
0.076 9 "spiral" "MIC"
0.046 10 "spiral" "MIC"
0.05 11 "spiral" "MIC"
0.054 12 "spiral" "MIC"
0.062 13 "spiral" "MIC"
0.064 14 "spiral" "MIC"
0.046 15 "spiral" "MIC"
0.042 16 "spiral" "MIC"
0.044 17 "spiral" "MIC"
0.056 18 "spiral" "MIC"
0.044 19 "spiral" "MIC"
0.062 20 "spiral" "MIC"
0.046 21 "spiral" "MIC"
0.03 22 "spiral" "MIC"
0.046 23 "spiral" "MIC"
0.038 24 "spiral" "MIC"
0.054 25 "spiral" "MIC"
0.078 26 "spiral" "MIC"
0.05 27 "spiral" "MIC"
0.04 28 "spiral" "MIC"
0.044 29 "spiral" "MIC"
0.058 30 "spiral" "MIC"
1 1 "linear" "rdc"
0.942 2 "linear" "rdc"
0.628 3 "linear" "rdc"
0.35 4 "linear" "rdc"
0.266 5 "linear" "rdc"
0.152 6 "linear" "rdc"
0.168 7 "linear" "rdc"
0.102 8 "linear" "rdc"
0.094 9 "linear" "rdc"
0.056 10 "linear" "rdc"
0.06 11 "linear" "rdc"
0.104 12 "linear" "rdc"
0.07 13 "linear" "rdc"
0.08 14 "linear" "rdc"
0.05 15 "linear" "rdc"
0.08 16 "linear" "rdc"
0.076 17 "linear" "rdc"
0.04 18 "linear" "rdc"
0.064 19 "linear" "rdc"
0.026 20 "linear" "rdc"
0.042 21 "linear" "rdc"
0.058 22 "linear" "rdc"
0.032 23 "linear" "rdc"
0.044 24 "linear" "rdc"
0.046 25 "linear" "rdc"
0.058 26 "linear" "rdc"
0.038 27 "linear" "rdc"
0.05 28 "linear" "rdc"
0.064 29 "linear" "rdc"
0.046 30 "linear" "rdc"
1 1 "quadratic" "rdc"
0.958 2 "quadratic" "rdc"
0.634 3 "quadratic" "rdc"
0.496 4 "quadratic" "rdc"
0.292 5 "quadratic" "rdc"
0.198 6 "quadratic" "rdc"
0.174 7 "quadratic" "rdc"
0.098 8 "quadratic" "rdc"
0.084 9 "quadratic" "rdc"
0.114 10 "quadratic" "rdc"
0.056 11 "quadratic" "rdc"
0.062 12 "quadratic" "rdc"
0.074 13 "quadratic" "rdc"
0.074 14 "quadratic" "rdc"
0.066 15 "quadratic" "rdc"
0.056 16 "quadratic" "rdc"
0.062 17 "quadratic" "rdc"
0.09 18 "quadratic" "rdc"
0.062 19 "quadratic" "rdc"
0.032 20 "quadratic" "rdc"
0.064 21 "quadratic" "rdc"
0.072 22 "quadratic" "rdc"
0.056 23 "quadratic" "rdc"
0.054 24 "quadratic" "rdc"
0.068 25 "quadratic" "rdc"
0.058 26 "quadratic" "rdc"
0.048 27 "quadratic" "rdc"
0.046 28 "quadratic" "rdc"
0.082 29 "quadratic" "rdc"
0.04 30 "quadratic" "rdc"
0.996 1 "cubic" "rdc"
0.938 2 "cubic" "rdc"
0.854 3 "cubic" "rdc"
0.706 4 "cubic" "rdc"
0.478 5 "cubic" "rdc"
0.34 6 "cubic" "rdc"
0.318 7 "cubic" "rdc"
0.22 8 "cubic" "rdc"
0.152 9 "cubic" "rdc"
0.182 10 "cubic" "rdc"
0.104 11 "cubic" "rdc"
0.066 12 "cubic" "rdc"
0.118 13 "cubic" "rdc"
0.144 14 "cubic" "rdc"
0.08 15 "cubic" "rdc"
0.108 16 "cubic" "rdc"
0.096 17 "cubic" "rdc"
0.094 18 "cubic" "rdc"
0.092 19 "cubic" "rdc"
0.072 20 "cubic" "rdc"
0.084 21 "cubic" "rdc"
0.054 22 "cubic" "rdc"
0.044 23 "cubic" "rdc"
0.062 24 "cubic" "rdc"
0.072 25 "cubic" "rdc"
0.066 26 "cubic" "rdc"
0.064 27 "cubic" "rdc"
0.062 28 "cubic" "rdc"
0.068 29 "cubic" "rdc"
0.074 30 "cubic" "rdc"
0.4 1 "sine period 1/2" "rdc"
0.32 2 "sine period 1/2" "rdc"
0.234 3 "sine period 1/2" "rdc"
0.1 4 "sine period 1/2" "rdc"
0.136 5 "sine period 1/2" "rdc"
0.094 6 "sine period 1/2" "rdc"
0.064 7 "sine period 1/2" "rdc"
0.124 8 "sine period 1/2" "rdc"
0.056 9 "sine period 1/2" "rdc"
0.072 10 "sine period 1/2" "rdc"
0.04 11 "sine period 1/2" "rdc"
0.036 12 "sine period 1/2" "rdc"
0.05 13 "sine period 1/2" "rdc"
0.044 14 "sine period 1/2" "rdc"
0.04 15 "sine period 1/2" "rdc"
0.058 16 "sine period 1/2" "rdc"
0.072 17 "sine period 1/2" "rdc"
0.066 18 "sine period 1/2" "rdc"
0.048 19 "sine period 1/2" "rdc"
0.032 20 "sine period 1/2" "rdc"
0.046 21 "sine period 1/2" "rdc"
0.06 22 "sine period 1/2" "rdc"
0.066 23 "sine period 1/2" "rdc"
0.062 24 "sine period 1/2" "rdc"
0.048 25 "sine period 1/2" "rdc"
0.038 26 "sine period 1/2" "rdc"
0.032 27 "sine period 1/2" "rdc"
0.062 28 "sine period 1/2" "rdc"
0.046 29 "sine period 1/2" "rdc"
0.036 30 "sine period 1/2" "rdc"
0.064 1 "sine period 1/8" "rdc"
0.048 2 "sine period 1/8" "rdc"
0.068 3 "sine period 1/8" "rdc"
0.072 4 "sine period 1/8" "rdc"
0.054 5 "sine period 1/8" "rdc"
0.05 6 "sine period 1/8" "rdc"
0.034 7 "sine period 1/8" "rdc"
0.066 8 "sine period 1/8" "rdc"
0.046 9 "sine period 1/8" "rdc"
0.042 10 "sine period 1/8" "rdc"
0.052 11 "sine period 1/8" "rdc"
0.054 12 "sine period 1/8" "rdc"
0.048 13 "sine period 1/8" "rdc"
0.07 14 "sine period 1/8" "rdc"
0.074 15 "sine period 1/8" "rdc"
0.062 16 "sine period 1/8" "rdc"
0.042 17 "sine period 1/8" "rdc"
0.048 18 "sine period 1/8" "rdc"
0.032 19 "sine period 1/8" "rdc"
0.058 20 "sine period 1/8" "rdc"
0.036 21 "sine period 1/8" "rdc"
0.04 22 "sine period 1/8" "rdc"
0.052 23 "sine period 1/8" "rdc"
0.058 24 "sine period 1/8" "rdc"
0.038 25 "sine period 1/8" "rdc"
0.052 26 "sine period 1/8" "rdc"
0.08 27 "sine period 1/8" "rdc"
0.056 28 "sine period 1/8" "rdc"
0.018 29 "sine period 1/8" "rdc"
0.06 30 "sine period 1/8" "rdc"
0.96 1 "x^(1/4)" "rdc"
0.456 2 "x^(1/4)" "rdc"
0.24 3 "x^(1/4)" "rdc"
0.14 4 "x^(1/4)" "rdc"
0.112 5 "x^(1/4)" "rdc"
0.054 6 "x^(1/4)" "rdc"
0.068 7 "x^(1/4)" "rdc"
0.07 8 "x^(1/4)" "rdc"
0.076 9 "x^(1/4)" "rdc"
0.056 10 "x^(1/4)" "rdc"
0.052 11 "x^(1/4)" "rdc"
0.062 12 "x^(1/4)" "rdc"
0.058 13 "x^(1/4)" "rdc"
0.046 14 "x^(1/4)" "rdc"
