"power" "noise" "d_type" "method"
0.378 15 "sine period 1/2" "dcor"
0.372 16 "sine period 1/2" "dcor"
0.296 17 "sine period 1/2" "dcor"
0.356 18 "sine period 1/2" "dcor"
0.282 19 "sine period 1/2" "dcor"
0.164 20 "sine period 1/2" "dcor"
0.238 21 "sine period 1/2" "dcor"
0.164 22 "sine period 1/2" "dcor"
0.156 23 "sine period 1/2" "dcor"
0.206 24 "sine period 1/2" "dcor"
0.16 25 "sine period 1/2" "dcor"
0.154 26 "sine period 1/2" "dcor"
0.106 27 "sine period 1/2" "dcor"
0.142 28 "sine period 1/2" "dcor"
0.126 29 "sine period 1/2" "dcor"
0.128 30 "sine period 1/2" "dcor"
0.596 1 "sine period 1/8" "dcor"
0.498 2 "sine period 1/8" "dcor"
0.48 3 "sine period 1/8" "dcor"
0.406 4 "sine period 1/8" "dcor"
0.372 5 "sine period 1/8" "dcor"
0.242 6 "sine period 1/8" "dcor"
0.296 7 "sine period 1/8" "dcor"
0.198 8 "sine period 1/8" "dcor"
0.186 9 "sine period 1/8" "dcor"
0.19 10 "sine period 1/8" "dcor"
0.182 11 "sine period 1/8" "dcor"
0.168 12 "sine period 1/8" "dcor"
0.156 13 "sine period 1/8" "dcor"
0.092 14 "sine period 1/8" "dcor"
0.088 15 "sine period 1/8" "dcor"
0.098 16 "sine period 1/8" "dcor"
0.128 17 "sine period 1/8" "dcor"
0.074 18 "sine period 1/8" "dcor"
0.112 19 "sine period 1/8" "dcor"
0.096 20 "sine period 1/8" "dcor"
0.078 21 "sine period 1/8" "dcor"
0.09 22 "sine period 1/8" "dcor"
0.056 23 "sine period 1/8" "dcor"
0.072 24 "sine period 1/8" "dcor"
0.064 25 "sine period 1/8" "dcor"
0.066 26 "sine period 1/8" "dcor"
0.066 27 "sine period 1/8" "dcor"
0.044 28 "sine period 1/8" "dcor"
0.116 29 "sine period 1/8" "dcor"
0.08 30 "sine period 1/8" "dcor"
1 1 "x^(1/4)" "dcor"
1 2 "x^(1/4)" "dcor"
1 3 "x^(1/4)" "dcor"
1 4 "x^(1/4)" "dcor"
1 5 "x^(1/4)" "dcor"
0.99 6 "x^(1/4)" "dcor"
0.946 7 "x^(1/4)" "dcor"
0.908 8 "x^(1/4)" "dcor"
0.79 9 "x^(1/4)" "dcor"
0.718 10 "x^(1/4)" "dcor"
0.646 11 "x^(1/4)" "dcor"
0.634 12 "x^(1/4)" "dcor"
0.532 13 "x^(1/4)" "dcor"
0.472 14 "x^(1/4)" "dcor"
0.364 15 "x^(1/4)" "dcor"
0.37 16 "x^(1/4)" "dcor"
0.31 17 "x^(1/4)" "dcor"
0.294 18 "x^(1/4)" "dcor"
0.3 19 "x^(1/4)" "dcor"
0.232 20 "x^(1/4)" "dcor"
0.156 21 "x^(1/4)" "dcor"
0.172 22 "x^(1/4)" "dcor"
0.176 23 "x^(1/4)" "dcor"
0.194 24 "x^(1/4)" "dcor"
0.172 25 "x^(1/4)" "dcor"
0.118 26 "x^(1/4)" "dcor"
0.156 27 "x^(1/4)" "dcor"
0.16 28 "x^(1/4)" "dcor"
0.13 29 "x^(1/4)" "dcor"
0.13 30 "x^(1/4)" "dcor"
1 1 "circle" "dcor"
1 2 "circle" "dcor"
1 3 "circle" "dcor"
1 4 "circle" "dcor"
1 5 "circle" "dcor"
1 6 "circle" "dcor"
0.988 7 "circle" "dcor"
0.984 8 "circle" "dcor"
0.97 9 "circle" "dcor"
0.76 10 "circle" "dcor"
0.852 11 "circle" "dcor"
0.598 12 "circle" "dcor"
0.652 13 "circle" "dcor"
0.502 14 "circle" "dcor"
0.366 15 "circle" "dcor"
0.34 16 "circle" "dcor"
0.392 17 "circle" "dcor"
0.294 18 "circle" "dcor"
0.264 19 "circle" "dcor"
0.258 20 "circle" "dcor"
0.15 21 "circle" "dcor"
0.168 22 "circle" "dcor"
0.164 23 "circle" "dcor"
0.156 24 "circle" "dcor"
0.082 25 "circle" "dcor"
0.078 26 "circle" "dcor"
0.084 27 "circle" "dcor"
0.09 28 "circle" "dcor"
0.116 29 "circle" "dcor"
0.08 30 "circle" "dcor"
1 1 "step" "dcor"
1 2 "step" "dcor"
0.998 3 "step" "dcor"
0.962 4 "step" "dcor"
0.866 5 "step" "dcor"
0.712 6 "step" "dcor"
0.7 7 "step" "dcor"
0.502 8 "step" "dcor"
0.452 9 "step" "dcor"
0.42 10 "step" "dcor"
0.236 11 "step" "dcor"
0.226 12 "step" "dcor"
0.268 13 "step" "dcor"
0.184 14 "step" "dcor"
0.208 15 "step" "dcor"
0.136 16 "step" "dcor"
0.188 17 "step" "dcor"
0.136 18 "step" "dcor"
0.14 19 "step" "dcor"
0.098 20 "step" "dcor"
0.096 21 "step" "dcor"
0.08 22 "step" "dcor"
0.096 23 "step" "dcor"
0.108 24 "step" "dcor"
0.092 25 "step" "dcor"
0.092 26 "step" "dcor"
0.088 27 "step" "dcor"
0.05 28 "step" "dcor"
0.084 29 "step" "dcor"
0.07 30 "step" "dcor"
1 1 "cross" "dcor"
1 2 "cross" "dcor"
1 3 "cross" "dcor"
1 4 "cross" "dcor"
1 5 "cross" "dcor"
1 6 "cross" "dcor"
1 7 "cross" "dcor"
0.994 8 "cross" "dcor"
0.974 9 "cross" "dcor"
0.796 10 "cross" "dcor"
0.482 11 "cross" "dcor"
0.334 12 "cross" "dcor"
0.27 13 "cross" "dcor"
0.198 14 "cross" "dcor"
0.216 15 "cross" "dcor"
0.134 16 "cross" "dcor"
0.09 17 "cross" "dcor"
0.138 18 "cross" "dcor"
0.108 19 "cross" "dcor"
0.068 20 "cross" "dcor"
0.122 21 "cross" "dcor"
0.07 22 "cross" "dcor"
0.098 23 "cross" "dcor"
0.094 24 "cross" "dcor"
0.082 25 "cross" "dcor"
0.046 26 "cross" "dcor"
0.07 27 "cross" "dcor"
0.068 28 "cross" "dcor"
0.058 29 "cross" "dcor"
0.054 30 "cross" "dcor"
1 1 "clusters" "dcor"
1 2 "clusters" "dcor"
1 3 "clusters" "dcor"
1 4 "clusters" "dcor"
1 5 "clusters" "dcor"
1 6 "clusters" "dcor"
1 7 "clusters" "dcor"
1 8 "clusters" "dcor"
1 9 "clusters" "dcor"
1 10 "clusters" "dcor"
1 11 "clusters" "dcor"
1 12 "clusters" "dcor"
1 13 "clusters" "dcor"
0.974 14 "clusters" "dcor"
0.822 15 "clusters" "dcor"
0.704 16 "clusters" "dcor"
0.364 17 "clusters" "dcor"
0.26 18 "clusters" "dcor"
0.232 19 "clusters" "dcor"
0.212 20 "clusters" "dcor"
0.188 21 "clusters" "dcor"
0.122 22 "clusters" "dcor"
0.138 23 "clusters" "dcor"
0.156 24 "clusters" "dcor"
0.114 25 "clusters" "dcor"
0.058 26 "clusters" "dcor"
0.066 27 "clusters" "dcor"
0.08 28 "clusters" "dcor"
0.102 29 "clusters" "dcor"
0.086 30 "clusters" "dcor"
1 1 "two parabola" "dcor"
1 2 "two parabola" "dcor"
1 3 "two parabola" "dcor"
1 4 "two parabola" "dcor"
1 5 "two parabola" "dcor"
1 6 "two parabola" "dcor"
0.998 7 "two parabola" "dcor"
0.986 8 "two parabola" "dcor"
0.776 9 "two parabola" "dcor"
0.696 10 "two parabola" "dcor"
0.388 11 "two parabola" "dcor"
0.198 12 "two parabola" "dcor"
0.266 13 "two parabola" "dcor"
0.166 14 "two parabola" "dcor"
0.186 15 "two parabola" "dcor"
0.11 16 "two parabola" "dcor"
0.084 17 "two parabola" "dcor"
0.104 18 "two parabola" "dcor"
0.1 19 "two parabola" "dcor"
0.102 20 "two parabola" "dcor"
0.046 21 "two parabola" "dcor"
0.07 22 "two parabola" "dcor"
0.076 23 "two parabola" "dcor"
0.066 24 "two parabola" "dcor"
0.072 25 "two parabola" "dcor"
0.05 26 "two parabola" "dcor"
0.036 27 "two parabola" "dcor"
0.054 28 "two parabola" "dcor"
0.036 29 "two parabola" "dcor"
0.04 30 "two parabola" "dcor"
0.884 1 "spiral" "dcor"
0.814 2 "spiral" "dcor"
0.844 3 "spiral" "dcor"
0.83 4 "spiral" "dcor"
0.758 5 "spiral" "dcor"
0.682 6 "spiral" "dcor"
0.448 7 "spiral" "dcor"
0.546 8 "spiral" "dcor"
0.49 9 "spiral" "dcor"
0.436 10 "spiral" "dcor"
0.426 11 "spiral" "dcor"
0.446 12 "spiral" "dcor"
0.408 13 "spiral" "dcor"
0.442 14 "spiral" "dcor"
0.326 15 "spiral" "dcor"
0.32 16 "spiral" "dcor"
0.244 17 "spiral" "dcor"
0.242 18 "spiral" "dcor"
0.164 19 "spiral" "dcor"
0.218 20 "spiral" "dcor"
0.256 21 "spiral" "dcor"
0.168 22 "spiral" "dcor"
0.17 23 "spiral" "dcor"
0.188 24 "spiral" "dcor"
0.14 25 "spiral" "dcor"
0.16 26 "spiral" "dcor"
0.166 27 "spiral" "dcor"
0.182 28 "spiral" "dcor"
0.118 29 "spiral" "dcor"
0.13 30 "spiral" "dcor"
1 1 "linear" "MIC"
1 2 "linear" "MIC"
1 3 "linear" "MIC"
1 4 "linear" "MIC"
1 5 "linear" "MIC"
0.998 6 "linear" "MIC"
0.958 7 "linear" "MIC"
0.908 8 "linear" "MIC"
0.728 9 "linear" "MIC"
0.648 10 "linear" "MIC"
0.6 11 "linear" "MIC"
0.436 12 "linear" "MIC"
0.39 13 "linear" "MIC"
0.332 14 "linear" "MIC"
0.306 15 "linear" "MIC"
0.302 16 "linear" "MIC"
0.236 17 "linear" "MIC"
0.228 18 "linear" "MIC"
0.142 19 "linear" "MIC"
0.13 20 "linear" "MIC"
0.158 21 "linear" "MIC"
0.126 22 "linear" "MIC"
0.134 23 "linear" "MIC"
0.108 24 "linear" "MIC"
0.138 25 "linear" "MIC"
0.13 26 "linear" "MIC"
0.086 27 "linear" "MIC"
0.12 28 "linear" "MIC"
0.114 29 "linear" "MIC"
0.092 30 "linear" "MIC"
1 1 "quadratic" "MIC"
1 2 "quadratic" "MIC"
1 3 "quadratic" "MIC"
1 4 "quadratic" "MIC"
0.998 5 "quadratic" "MIC"
0.982 6 "quadratic" "MIC"
0.906 7 "quadratic" "MIC"
0.752 8 "quadratic" "MIC"
0.562 9 "quadratic" "MIC"
0.412 10 "quadratic" "MIC"
0.324 11 "quadratic" "MIC"
0.274 12 "quadratic" "MIC"
0.254 13 "quadratic" "MIC"
0.228 14 "quadratic" "MIC"
0.15 15 "quadratic" "MIC"
0.11 16 "quadratic" "MIC"
0.116 17 "quadratic" "MIC"
0.162 18 "quadratic" "MIC"
0.164 19 "quadratic" "MIC"
0.122 20 "quadratic" "MIC"
0.084 21 "quadratic" "MIC"
0.082 22 "quadratic" "MIC"
0.108 23 "quadratic" "MIC"
0.098 24 "quadratic" "MIC"
0.076 25 "quadratic" "MIC"
0.074 26 "quadratic" "MIC"
0.116 27 "quadratic" "MIC"
0.074 28 "quadratic" "MIC"
0.088 29 "quadratic" "MIC"
0.084 30 "quadratic" "MIC"
1 1 "cubic" "MIC"
1 2 "cubic" "MIC"
1 3 "cubic" "MIC"
1 4 "cubic" "MIC"
1 5 "cubic" "MIC"
0.996 6 "cubic" "MIC"
0.97 7 "cubic" "MIC"
0.912 8 "cubic" "MIC"
0.838 9 "cubic" "MIC"
0.778 10 "cubic" "MIC"
0.552 11 "cubic" "MIC"
0.532 12 "cubic" "MIC"
0.432 13 "cubic" "MIC"
0.338 14 "cubic" "MIC"
0.322 15 "cubic" "MIC"
0.214 16 "cubic" "MIC"
0.262 17 "cubic" "MIC"
0.25 18 "cubic" "MIC"
0.146 19 "cubic" "MIC"
0.212 20 "cubic" "MIC"
0.172 21 "cubic" "MIC"
0.188 22 "cubic" "MIC"
0.158 23 "cubic" "MIC"
0.138 24 "cubic" "MIC"
0.104 25 "cubic" "MIC"
0.102 26 "cubic" "MIC"
0.12 27 "cubic" "MIC"
0.106 28 "cubic" "MIC"
0.104 29 "cubic" "MIC"
0.074 30 "cubic" "MIC"
1 1 "sine period 1/2" "MIC"
1 2 "sine period 1/2" "MIC"
1 3 "sine period 1/2" "MIC"
1 4 "sine period 1/2" "MIC"
1 5 "sine period 1/2" "MIC"
0.998 6 "sine period 1/2" "MIC"
0.972 7 "sine period 1/2" "MIC"
0.912 8 "sine period 1/2" "MIC"
0.806 9 "sine period 1/2" "MIC"
0.69 10 "sine period 1/2" "MIC"
0.466 11 "sine period 1/2" "MIC"
0.432 12 "sine period 1/2" "MIC"
0.366 13 "sine period 1/2" "MIC"
0.278 14 "sine period 1/2" "MIC"
0.23 15 "sine period 1/2" "MIC"
0.188 16 "sine period 1/2" "MIC"
0.156 17 "sine period 1/2" "MIC"
0.156 18 "sine period 1/2" "MIC"
0.114 19 "sine period 1/2" "MIC"
0.154 20 "sine period 1/2" "MIC"
0.136 21 "sine period 1/2" "MIC"
0.092 22 "sine period 1/2" "MIC"
0.092 23 "sine period 1/2" "MIC"
0.144 24 "sine period 1/2" "MIC"
0.108 25 "sine period 1/2" "MIC"
0.1 26 "sine period 1/2" "MIC"
0.066 27 "sine period 1/2" "MIC"
0.1 28 "sine period 1/2" "MIC"
0.088 29 "sine period 1/2" "MIC"
0.082 30 "sine period 1/2" "MIC"
1 1 "sine period 1/8" "MIC"
1 2 "sine period 1/8" "MIC"
1 3 "sine period 1/8" "MIC"
1 4 "sine period 1/8" "MIC"
1 5 "sine period 1/8" "MIC"
1 6 "sine period 1/8" "MIC"
1 7 "sine period 1/8" "MIC"
1 8 "sine period 1/8" "MIC"
1 9 "sine period 1/8" "MIC"
1 10 "sine period 1/8" "MIC"
1 11 "sine period 1/8" "MIC"
0.984 12 "sine period 1/8" "MIC"
0.96 13 "sine period 1/8" "MIC"
0.906 14 "sine period 1/8" "MIC"
0.848 15 "sine period 1/8" "MIC"
0.694 16 "sine period 1/8" "MIC"
0.7 17 "sine period 1/8" "MIC"
0.588 18 "sine period 1/8" "MIC"
0.566 19 "sine period 1/8" "MIC"
0.486 20 "sine period 1/8" "MIC"
0.492 21 "sine period 1/8" "MIC"
0.354 22 "sine period 1/8" "MIC"
0.336 23 "sine period 1/8" "MIC"
0.314 24 "sine period 1/8" "MIC"
0.292 25 "sine period 1/8" "MIC"
0.232 26 "sine period 1/8" "MIC"
0.23 27 "sine period 1/8" "MIC"
0.256 28 "sine period 1/8" "MIC"
0.214 29 "sine period 1/8" "MIC"
0.17 30 "sine period 1/8" "MIC"
1 1 "x^(1/4)" "MIC"
1 2 "x^(1/4)" "MIC"
0.996 3 "x^(1/4)" "MIC"
0.928 4 "x^(1/4)" "MIC"
0.782 5 "x^(1/4)" "MIC"
0.472 6 "x^(1/4)" "MIC"
0.426 7 "x^(1/4)" "MIC"
0.374 8 "x^(1/4)" "MIC"
0.182 9 "x^(1/4)" "MIC"
0.19 10 "x^(1/4)" "MIC"
0.142 11 "x^(1/4)" "MIC"
0.128 12 "x^(1/4)" "MIC"
0.114 13 "x^(1/4)" "MIC"
0.114 14 "x^(1/4)" "MIC"
0.128 15 "x^(1/4)" "MIC"
0.086 16 "x^(1/4)" "MIC"
0.064 17 "x^(1/4)" "MIC"
0.114 18 "x^(1/4)" "MIC"
0.108 19 "x^(1/4)" "MIC"
0.048 20 "x^(1/4)" "MIC"
0.046 21 "x^(1/4)" "MIC"
0.062 22 "x^(1/4)" "MIC"
0.08 23 "x^(1/4)" "MIC"
0.04 24 "x^(1/4)" "MIC"
0.092 25 "x^(1/4)" "MIC"
0.054 26 "x^(1/4)" "MIC"
0.066 27 "x^(1/4)" "MIC"
0.054 28 "x^(1/4)" "MIC"
0.066 29 "x^(1/4)" "MIC"
0.036 30 "x^(1/4)" "MIC"
1 1 "circle" "MIC"
1 2 "circle" "MIC"
1 3 "circle" "MIC"
1 4 "circle" "MIC"
1 5 "circle" "MIC"
1 6 "circle" "MIC"
1 7 "circle" "MIC"
1 8 "circle" "MIC"
0.996 9 "circle" "MIC"
0.946 10 "circle" "MIC"
0.726 11 "circle" "MIC"
0.574 12 "circle" "MIC"
0.422 13 "circle" "MIC"
0.16 14 "circle" "MIC"
0.128 15 "circle" "MIC"
0.09 16 "circle" "MIC"
0.084 17 "circle" "MIC"
0.068 18 "circle" "MIC"
0.066 19 "circle" "MIC"
0.048 20 "circle" "MIC"
0.074 21 "circle" "MIC"
0.046 22 "circle" "MIC"
0.07 23 "circle" "MIC"
0.034 24 "circle" "MIC"
0.07 25 "circle" "MIC"
0.046 26 "circle" "MIC"
0.074 27 "circle" "MIC"
0.058 28 "circle" "MIC"
0.064 29 "circle" "MIC"
0.054 30 "circle" "MIC"
1 1 "step" "MIC"
0.998 2 "step" "MIC"
0.884 3 "step" "MIC"
0.616 4 "step" "MIC"
0.332 5 "step" "MIC"
0.268 6 "step" "MIC"
0.162 7 "step" "MIC"
0.11 8 "step" "MIC"
0.136 9 "step" "MIC"
0.116 10 "step" "MIC"
0.086 11 "step" "MIC"
0.098 12 "step" "MIC"
0.122 13 "step" "MIC"
0.084 14 "step" "MIC"
0.066 15 "step" "MIC"
0.08 16 "step" "MIC"
0.094 17 "step" "MIC"
0.052 18 "step" "MIC"
0.05 19 "step" "MIC"
0.038 20 "step" "MIC"
0.088 21 "step" "MIC"
0.084 22 "step" "MIC"
0.026 23 "step" "MIC"
0.072 24 "step" "MIC"
0.064 25 "step" "MIC"
0.066 26 "step" "MIC"
0.082 27 "step" "MIC"
0.064 28 "step" "MIC"
0.06 29 "step" "MIC"
0.07 30 "step" "MIC"
1 1 "cross" "MIC"
1 2 "cross" "MIC"
1 3 "cross" "MIC"
1 4 "cross" "MIC"
1 5 "cross" "MIC"
0.964 6 "cross" "MIC"
0.442 7 "cross" "MIC"
0.136 8 "cross" "MIC"
0.066 9 "cross" "MIC"
0.062 10 "cross" "MIC"
0.042 11 "cross" "MIC"
0.052 12 "cross" "MIC"
0.046 13 "cross" "MIC"
0.042 14 "cross" "MIC"
0.08 15 "cross" "MIC"
0.048 16 "cross" "MIC"
0.058 17 "cross" "MIC"
0.056 18 "cross" "MIC"
0.052 19 "cross" "MIC"
0.052 20 "cross" "MIC"
0.07 21 "cross" "MIC"
0.058 22 "cross" "MIC"
0.058 23 "cross" "MIC"
0.066 24 "cross" "MIC"
0.07 25 "cross" "MIC"
0.036 26 "cross" "MIC"
0.042 27 "cross" "MIC"
0.052 28 "cross" "MIC"
0.04 29 "cross" "MIC"
0.044 30 "cross" "MIC"
1 1 "clusters" "MIC"
1 2 "clusters" "MIC"
1 3 "clusters" "MIC"
1 4 "clusters" "MIC"
1 5 "clusters" "MIC"
1 6 "clusters" "MIC"
1 7 "clusters" "MIC"
1 8 "clusters" "MIC"
1 9 "clusters" "MIC"
1 10 "clusters" "MIC"
0.924 11 "clusters" "MIC"
0.51 12 "clusters" "MIC"
0.148 13 "clusters" "MIC"
0.054 14 "clusters" "MIC"
0.034 15 "clusters" "MIC"
0.04 16 "clusters" "MIC"
0.042 17 "clusters" "MIC"
0.086 18 "clusters" "MIC"
0.034 19 "clusters" "MIC"
0.07 20 "clusters" "MIC"
0.062 21 "clusters" "MIC"
0.056 22 "clusters" "MIC"
0.064 23 "clusters" "MIC"
0.05 24 "clusters" "MIC"
0.054 25 "clusters" "MIC"
0.046 26 "clusters" "MIC"
0.056 27 "clusters" "MIC"
0.032 28 "clusters" "MIC"
0.052 29 "clusters" "MIC"
0.072 30 "clusters" "MIC"
1 1 "two parabola" "MIC"
1 2 "two parabola" "MIC"
1 3 "two parabola" "MIC"
1 4 "two parabola" "MIC"
0.994 5 "two parabola" "MIC"
0.746 6 "two parabola" "MIC"
0.256 7 "two parabola" "MIC"
0.056 8 "two parabola" "MIC"
0.078 9 "two parabola" "MIC"
0.056 10 "two parabola" "MIC"
0.068 11 "two parabola" "MIC"
0.042 12 "two parabola" "MIC"
0.07 13 "two parabola" "MIC"
0.032 14 "two parabola" "MIC"
0.04 15 "two parabola" "MIC"
0.042 16 "two parabola" "MIC"
0.04 17 "two parabola" "MIC"
0.042 18 "two parabola" "MIC"
0.05 19 "two parabola" "MIC"
0.038 20 "two parabola" "MIC"
0.076 21 "two parabola" "MIC"
0.042 22 "two parabola" "MIC"
0.084 23 "two parabola" "MIC"
0.034 24 "two parabola" "MIC"
0.084 25 "two parabola" "MIC"
0.042 26 "two parabola" "MIC"
0.042 27 "two parabola" "MIC"
0.056 28 "two parabola" "MIC"
0.042 29 "two parabola" "MIC"
0.042 30 "two parabola" "MIC"
1 1 "spiral" "MIC"
1 2 "spiral" "MIC"
1 3 "spiral" "MIC"
0.99 4 "spiral" "MIC"
0.89 5 "spiral" "MIC"
0.688 6 "spiral" "MIC"
0.546 7 "spiral" "MIC"
0.468 8 "spiral" "MIC"
0.396 9 "spiral" "MIC"
0.374 10 "spiral" "MIC"
0.3 11 "spiral" "MIC"
0.328 12 "spiral" "MIC"
0.184 13 "spiral" "MIC"
0.186 14 "spiral" "MIC"
0.224 15 "spiral" "MIC"
0.106 16 "spiral" "MIC"
0.182 17 "spiral" "MIC"
0.098 18 "spiral" "MIC"
0.174 19 "spiral" "MIC"
0.108 20 "spiral" "MIC"
0.104 21 "spiral" "MIC"
0.152 22 "spiral" "MIC"
0.086 23 "spiral" "MIC"
0.076 24 "spiral" "MIC"
0.05 25 "spiral" "MIC"
0.074 26 "spiral" "MIC"
0.078 27 "spiral" "MIC"
0.068 28 "spiral" "MIC"
0.068 29 "spiral" "MIC"
0.072 30 "spiral" "MIC"
1 1 "linear" "rdc"
1 2 "linear" "rdc"
1 3 "linear" "rdc"
1 4 "linear" "rdc"
1 5 "linear" "rdc"
1 6 "linear" "rdc"
1 7 "linear" "rdc"
0.998 8 "linear" "rdc"
0.976 9 "linear" "rdc"
0.96 10 "linear" "rdc"
0.838 11 "linear" "rdc"
0.752 12 "linear" "rdc"
0.688 13 "linear" "rdc"
0.598 14 "linear" "rdc"
0.554 15 "linear" "rdc"
0.412 16 "linear" "rdc"
0.444 17 "linear" "rdc"
0.3 18 "linear" "rdc"
0.352 19 "linear" "rdc"
0.244 20 "linear" "rdc"
0.234 21 "linear" "rdc"
0.196 22 "linear" "rdc"
0.232 23 "linear" "rdc"
0.178 24 "linear" "rdc"
0.192 25 "linear" "rdc"
0.184 26 "linear" "rdc"
0.206 27 "linear" "rdc"
0.118 28 "linear" "rdc"
0.114 29 "linear" "rdc"
0.136 30 "linear" "rdc"
1 1 "quadratic" "rdc"
1 2 "quadratic" "rdc"
1 3 "quadratic" "rdc"
1 4 "quadratic" "rdc"
1 5 "quadratic" "rdc"
1 6 "quadratic" "rdc"
1 7 "quadratic" "rdc"
0.996 8 "quadratic" "rdc"
0.984 9 "quadratic" "rdc"
0.95 10 "quadratic" "rdc"
0.904 11 "quadratic" "rdc"
0.79 12 "quadratic" "rdc"
0.746 13 "quadratic" "rdc"
0.666 14 "quadratic" "rdc"
0.602 15 "quadratic" "rdc"
0.448 16 "quadratic" "rdc"
0.378 17 "quadratic" "rdc"
0.41 18 "quadratic" "rdc"
0.41 19 "quadratic" "rdc"
0.294 20 "quadratic" "rdc"
0.256 21 "quadratic" "rdc"
0.282 22 "quadratic" "rdc"
0.242 23 "quadratic" "rdc"
0.224 24 "quadratic" "rdc"
0.168 25 "quadratic" "rdc"
0.19 26 "quadratic" "rdc"
0.22 27 "quadratic" "rdc"
0.154 28 "quadratic" "rdc"
0.146 29 "quadratic" "rdc"
0.162 30 "quadratic" "rdc"
1 1 "cubic" "rdc"
1 2 "cubic" "rdc"
1 3 "cubic" "rdc"
1 4 "cubic" "rdc"
1 5 "cubic" "rdc"
1 6 "cubic" "rdc"
1 7 "cubic" "rdc"
1 8 "cubic" "rdc"
1 9 "cubic" "rdc"
1 10 "cubic" "rdc"
0.996 11 "cubic" "rdc"
0.988 12 "cubic" "rdc"
0.958 13 "cubic" "rdc"
0.91 14 "cubic" "rdc"
0.902 15 "cubic" "rdc"
0.786 16 "cubic" "rdc"
0.71 17 "cubic" "rdc"
0.688 18 "cubic" "rdc"
0.61 19 "cubic" "rdc"
0.54 20 "cubic" "rdc"
0.54 21 "cubic" "rdc"
0.41 22 "cubic" "rdc"
0.446 23 "cubic" "rdc"
0.346 24 "cubic" "rdc"
0.38 25 "cubic" "rdc"
0.37 26 "cubic" "rdc"
0.31 27 "cubic" "rdc"
0.286 28 "cubic" "rdc"
0.262 29 "cubic" "rdc"
0.298 30 "cubic" "rdc"
1 1 "sine period 1/2" "rdc"
1 2 "sine period 1/2" "rdc"
1 3 "sine period 1/2" "rdc"
1 4 "sine period 1/2" "rdc"
0.994 5 "sine period 1/2" "rdc"
0.95 6 "sine period 1/2" "rdc"
0.902 7 "sine period 1/2" "rdc"
0.732 8 "sine period 1/2" "rdc"
0.706 9 "sine period 1/2" "rdc"
0.554 10 "sine period 1/2" "rdc"
0.418 11 "sine period 1/2" "rdc"
0.33 12 "sine period 1/2" "rdc"
0.306 13 "sine period 1/2" "rdc"
0.232 14 "sine period 1/2" "rdc"
0.256 15 "sine period 1/2" "rdc"
0.202 16 "sine period 1/2" "rdc"
0.2 17 "sine period 1/2" "rdc"
0.15 18 "sine period 1/2" "rdc"
0.128 19 "sine period 1/2" "rdc"
0.114 20 "sine period 1/2" "rdc"
0.138 21 "sine period 1/2" "rdc"
0.092 22 "sine period 1/2" "rdc"
0.07 23 "sine period 1/2" "rdc"
0.122 24 "sine period 1/2" "rdc"
0.11 25 "sine period 1/2" "rdc"
0.096 26 "sine period 1/2" "rdc"
0.112 27 "sine period 1/2" "rdc"
0.108 28 "sine period 1/2" "rdc"
0.096 29 "sine period 1/2" "rdc"
0.088 30 "sine period 1/2" "rdc"
0.48 1 "sine period 1/8" "rdc"
0.554 2 "sine period 1/8" "rdc"
0.49 3 "sine period 1/8" "rdc"
0.404 4 "sine period 1/8" "rdc"
0.384 5 "sine period 1/8" "rdc"
0.236 6 "sine period 1/8" "rdc"
0.302 7 "sine period 1/8" "rdc"
0.168 8 "sine period 1/8" "rdc"
0.204 9 "sine period 1/8" "rdc"
0.148 10 "sine period 1/8" "rdc"
0.152 11 "sine period 1/8" "rdc"
0.116 12 "sine period 1/8" "rdc"
0.112 13 "sine period 1/8" "rdc"
0.098 14 "sine period 1/8" "rdc"
0.11 15 "sine period 1/8" "rdc"
0.072 16 "sine period 1/8" "rdc"
0.076 17 "sine period 1/8" "rdc"
0.096 18 "sine period 1/8" "rdc"
0.072 19 "sine period 1/8" "rdc"
0.106 20 "sine period 1/8" "rdc"
0.092 21 "sine period 1/8" "rdc"
0.076 22 "sine period 1/8" "rdc"
0.096 23 "sine period 1/8" "rdc"
0.054 24 "sine period 1/8" "rdc"
0.048 25 "sine period 1/8" "rdc"
0.072 26 "sine period 1/8" "rdc"
0.07 27 "sine period 1/8" "rdc"
0.078 28 "sine period 1/8" "rdc"
0.054 29 "sine period 1/8" "rdc"
0.064 30 "sine period 1/8" "rdc"
1 1 "x^(1/4)" "rdc"
1 2 "x^(1/4)" "rdc"
1 3 "x^(1/4)" "rdc"
1 4 "x^(1/4)" "rdc"
0.984 5 "x^(1/4)" "rdc"
0.874 6 "x^(1/4)" "rdc"
0.73 7 "x^(1/4)" "rdc"
0.584 8 "x^(1/4)" "rdc"
0.528 9 "x^(1/4)" "rdc"
0.332 10 "x^(1/4)" "rdc"
0.304 11 "x^(1/4)" "rdc"
0.306 12 "x^(1/4)" "rdc"
0.262 13 "x^(1/4)" "rdc"
0.202 14 "x^(1/4)" "rdc"
0.128 15 "x^(1/4)" "rdc"
0.148 16 "x^(1/4)" "rdc"
0.11 17 "x^(1/4)" "rdc"
0.086 18 "x^(1/4)" "rdc"
0.136 19 "x^(1/4)" "rdc"
0.084 20 "x^(1/4)" "rdc"
0.072 21 "x^(1/4)" "rdc"
0.086 22 "x^(1/4)" "rdc"
0.092 23 "x^(1/4)" "rdc"
0.06 24 "x^(1/4)" "rdc"
