"power" "noise" "d_type" "method"
0.586 16 "circle" "Hoeff"
0.576 17 "circle" "Hoeff"
0.42 18 "circle" "Hoeff"
0.462 19 "circle" "Hoeff"
0.408 20 "circle" "Hoeff"
0.148 21 "circle" "Hoeff"
0.21 22 "circle" "Hoeff"
0.138 23 "circle" "Hoeff"
0.144 24 "circle" "Hoeff"
0.082 25 "circle" "Hoeff"
0.082 26 "circle" "Hoeff"
0.074 27 "circle" "Hoeff"
0.088 28 "circle" "Hoeff"
0.076 29 "circle" "Hoeff"
0.08 30 "circle" "Hoeff"
1 1 "step" "Hoeff"
1 2 "step" "Hoeff"
0.998 3 "step" "Hoeff"
0.956 4 "step" "Hoeff"
0.848 5 "step" "Hoeff"
0.724 6 "step" "Hoeff"
0.676 7 "step" "Hoeff"
0.476 8 "step" "Hoeff"
0.4 9 "step" "Hoeff"
0.396 10 "step" "Hoeff"
0.248 11 "step" "Hoeff"
0.24 12 "step" "Hoeff"
0.254 13 "step" "Hoeff"
0.188 14 "step" "Hoeff"
0.176 15 "step" "Hoeff"
0.15 16 "step" "Hoeff"
0.172 17 "step" "Hoeff"
0.124 18 "step" "Hoeff"
0.126 19 "step" "Hoeff"
0.094 20 "step" "Hoeff"
0.068 21 "step" "Hoeff"
0.088 22 "step" "Hoeff"
0.108 23 "step" "Hoeff"
0.104 24 "step" "Hoeff"
0.088 25 "step" "Hoeff"
0.076 26 "step" "Hoeff"
0.076 27 "step" "Hoeff"
0.056 28 "step" "Hoeff"
0.086 29 "step" "Hoeff"
0.078 30 "step" "Hoeff"
1 1 "cross" "Hoeff"
1 2 "cross" "Hoeff"
1 3 "cross" "Hoeff"
1 4 "cross" "Hoeff"
1 5 "cross" "Hoeff"
1 6 "cross" "Hoeff"
1 7 "cross" "Hoeff"
0.95 8 "cross" "Hoeff"
0.804 9 "cross" "Hoeff"
0.516 10 "cross" "Hoeff"
0.318 11 "cross" "Hoeff"
0.198 12 "cross" "Hoeff"
0.144 13 "cross" "Hoeff"
0.146 14 "cross" "Hoeff"
0.176 15 "cross" "Hoeff"
0.102 16 "cross" "Hoeff"
0.08 17 "cross" "Hoeff"
0.09 18 "cross" "Hoeff"
0.102 19 "cross" "Hoeff"
0.064 20 "cross" "Hoeff"
0.082 21 "cross" "Hoeff"
0.08 22 "cross" "Hoeff"
0.074 23 "cross" "Hoeff"
0.106 24 "cross" "Hoeff"
0.07 25 "cross" "Hoeff"
0.05 26 "cross" "Hoeff"
0.06 27 "cross" "Hoeff"
0.058 28 "cross" "Hoeff"
0.064 29 "cross" "Hoeff"
0.05 30 "cross" "Hoeff"
1 1 "clusters" "Hoeff"
1 2 "clusters" "Hoeff"
1 3 "clusters" "Hoeff"
1 4 "clusters" "Hoeff"
1 5 "clusters" "Hoeff"
1 6 "clusters" "Hoeff"
1 7 "clusters" "Hoeff"
1 8 "clusters" "Hoeff"
1 9 "clusters" "Hoeff"
1 10 "clusters" "Hoeff"
1 11 "clusters" "Hoeff"
0.964 12 "clusters" "Hoeff"
0.81 13 "clusters" "Hoeff"
0.546 14 "clusters" "Hoeff"
0.346 15 "clusters" "Hoeff"
0.238 16 "clusters" "Hoeff"
0.152 17 "clusters" "Hoeff"
0.104 18 "clusters" "Hoeff"
0.11 19 "clusters" "Hoeff"
0.114 20 "clusters" "Hoeff"
0.112 21 "clusters" "Hoeff"
0.088 22 "clusters" "Hoeff"
0.088 23 "clusters" "Hoeff"
0.096 24 "clusters" "Hoeff"
0.068 25 "clusters" "Hoeff"
0.046 26 "clusters" "Hoeff"
0.072 27 "clusters" "Hoeff"
0.044 28 "clusters" "Hoeff"
0.082 29 "clusters" "Hoeff"
0.072 30 "clusters" "Hoeff"
1 1 "two parabola" "Hoeff"
1 2 "two parabola" "Hoeff"
1 3 "two parabola" "Hoeff"
1 4 "two parabola" "Hoeff"
1 5 "two parabola" "Hoeff"
1 6 "two parabola" "Hoeff"
0.922 7 "two parabola" "Hoeff"
0.804 8 "two parabola" "Hoeff"
0.382 9 "two parabola" "Hoeff"
0.346 10 "two parabola" "Hoeff"
0.17 11 "two parabola" "Hoeff"
0.126 12 "two parabola" "Hoeff"
0.176 13 "two parabola" "Hoeff"
0.112 14 "two parabola" "Hoeff"
0.142 15 "two parabola" "Hoeff"
0.076 16 "two parabola" "Hoeff"
0.06 17 "two parabola" "Hoeff"
0.088 18 "two parabola" "Hoeff"
0.086 19 "two parabola" "Hoeff"
0.092 20 "two parabola" "Hoeff"
0.042 21 "two parabola" "Hoeff"
0.07 22 "two parabola" "Hoeff"
0.08 23 "two parabola" "Hoeff"
0.064 24 "two parabola" "Hoeff"
0.062 25 "two parabola" "Hoeff"
0.058 26 "two parabola" "Hoeff"
0.036 27 "two parabola" "Hoeff"
0.058 28 "two parabola" "Hoeff"
0.05 29 "two parabola" "Hoeff"
0.05 30 "two parabola" "Hoeff"
0.428 1 "spiral" "Hoeff"
0.364 2 "spiral" "Hoeff"
0.432 3 "spiral" "Hoeff"
0.494 4 "spiral" "Hoeff"
0.422 5 "spiral" "Hoeff"
0.358 6 "spiral" "Hoeff"
0.246 7 "spiral" "Hoeff"
0.292 8 "spiral" "Hoeff"
0.316 9 "spiral" "Hoeff"
0.258 10 "spiral" "Hoeff"
0.302 11 "spiral" "Hoeff"
0.272 12 "spiral" "Hoeff"
0.264 13 "spiral" "Hoeff"
0.274 14 "spiral" "Hoeff"
0.224 15 "spiral" "Hoeff"
0.216 16 "spiral" "Hoeff"
0.16 17 "spiral" "Hoeff"
0.156 18 "spiral" "Hoeff"
0.138 19 "spiral" "Hoeff"
0.132 20 "spiral" "Hoeff"
0.172 21 "spiral" "Hoeff"
0.13 22 "spiral" "Hoeff"
0.122 23 "spiral" "Hoeff"
0.134 24 "spiral" "Hoeff"
0.114 25 "spiral" "Hoeff"
0.112 26 "spiral" "Hoeff"
0.104 27 "spiral" "Hoeff"
0.124 28 "spiral" "Hoeff"
0.09 29 "spiral" "Hoeff"
0.094 30 "spiral" "Hoeff"
1 1 "linear" "RHoeff"
1 2 "linear" "RHoeff"
1 3 "linear" "RHoeff"
1 4 "linear" "RHoeff"
1 5 "linear" "RHoeff"
1 6 "linear" "RHoeff"
1 7 "linear" "RHoeff"
1 8 "linear" "RHoeff"
1 9 "linear" "RHoeff"
1 10 "linear" "RHoeff"
0.988 11 "linear" "RHoeff"
0.964 12 "linear" "RHoeff"
0.954 13 "linear" "RHoeff"
0.926 14 "linear" "RHoeff"
0.906 15 "linear" "RHoeff"
0.89 16 "linear" "RHoeff"
0.834 17 "linear" "RHoeff"
0.778 18 "linear" "RHoeff"
0.728 19 "linear" "RHoeff"
0.718 20 "linear" "RHoeff"
0.568 21 "linear" "RHoeff"
0.576 22 "linear" "RHoeff"
0.602 23 "linear" "RHoeff"
0.568 24 "linear" "RHoeff"
0.504 25 "linear" "RHoeff"
0.44 26 "linear" "RHoeff"
0.356 27 "linear" "RHoeff"
0.428 28 "linear" "RHoeff"
0.342 29 "linear" "RHoeff"
0.394 30 "linear" "RHoeff"
1 1 "quadratic" "RHoeff"
1 2 "quadratic" "RHoeff"
1 3 "quadratic" "RHoeff"
1 4 "quadratic" "RHoeff"
1 5 "quadratic" "RHoeff"
1 6 "quadratic" "RHoeff"
1 7 "quadratic" "RHoeff"
0.988 8 "quadratic" "RHoeff"
0.91 9 "quadratic" "RHoeff"
0.814 10 "quadratic" "RHoeff"
0.744 11 "quadratic" "RHoeff"
0.572 12 "quadratic" "RHoeff"
0.458 13 "quadratic" "RHoeff"
0.384 14 "quadratic" "RHoeff"
0.444 15 "quadratic" "RHoeff"
0.302 16 "quadratic" "RHoeff"
0.332 17 "quadratic" "RHoeff"
0.312 18 "quadratic" "RHoeff"
0.206 19 "quadratic" "RHoeff"
0.204 20 "quadratic" "RHoeff"
0.17 21 "quadratic" "RHoeff"
0.204 22 "quadratic" "RHoeff"
0.138 23 "quadratic" "RHoeff"
0.14 24 "quadratic" "RHoeff"
0.118 25 "quadratic" "RHoeff"
0.088 26 "quadratic" "RHoeff"
0.13 27 "quadratic" "RHoeff"
0.102 28 "quadratic" "RHoeff"
0.124 29 "quadratic" "RHoeff"
0.1 30 "quadratic" "RHoeff"
1 1 "cubic" "RHoeff"
1 2 "cubic" "RHoeff"
1 3 "cubic" "RHoeff"
1 4 "cubic" "RHoeff"
1 5 "cubic" "RHoeff"
1 6 "cubic" "RHoeff"
1 7 "cubic" "RHoeff"
0.998 8 "cubic" "RHoeff"
0.996 9 "cubic" "RHoeff"
0.982 10 "cubic" "RHoeff"
0.932 11 "cubic" "RHoeff"
0.926 12 "cubic" "RHoeff"
0.914 13 "cubic" "RHoeff"
0.82 14 "cubic" "RHoeff"
0.776 15 "cubic" "RHoeff"
0.678 16 "cubic" "RHoeff"
0.71 17 "cubic" "RHoeff"
0.496 18 "cubic" "RHoeff"
0.584 19 "cubic" "RHoeff"
0.576 20 "cubic" "RHoeff"
0.432 21 "cubic" "RHoeff"
0.422 22 "cubic" "RHoeff"
0.454 23 "cubic" "RHoeff"
0.31 24 "cubic" "RHoeff"
0.288 25 "cubic" "RHoeff"
0.26 26 "cubic" "RHoeff"
0.31 27 "cubic" "RHoeff"
0.22 28 "cubic" "RHoeff"
0.276 29 "cubic" "RHoeff"
0.158 30 "cubic" "RHoeff"
1 1 "sine period 1/2" "RHoeff"
1 2 "sine period 1/2" "RHoeff"
1 3 "sine period 1/2" "RHoeff"
1 4 "sine period 1/2" "RHoeff"
1 5 "sine period 1/2" "RHoeff"
1 6 "sine period 1/2" "RHoeff"
0.998 7 "sine period 1/2" "RHoeff"
0.942 8 "sine period 1/2" "RHoeff"
0.852 9 "sine period 1/2" "RHoeff"
0.772 10 "sine period 1/2" "RHoeff"
0.632 11 "sine period 1/2" "RHoeff"
0.566 12 "sine period 1/2" "RHoeff"
0.454 13 "sine period 1/2" "RHoeff"
0.476 14 "sine period 1/2" "RHoeff"
0.328 15 "sine period 1/2" "RHoeff"
0.358 16 "sine period 1/2" "RHoeff"
0.304 17 "sine period 1/2" "RHoeff"
0.338 18 "sine period 1/2" "RHoeff"
0.28 19 "sine period 1/2" "RHoeff"
0.154 20 "sine period 1/2" "RHoeff"
0.244 21 "sine period 1/2" "RHoeff"
0.172 22 "sine period 1/2" "RHoeff"
0.148 23 "sine period 1/2" "RHoeff"
0.2 24 "sine period 1/2" "RHoeff"
0.166 25 "sine period 1/2" "RHoeff"
0.154 26 "sine period 1/2" "RHoeff"
0.102 27 "sine period 1/2" "RHoeff"
0.142 28 "sine period 1/2" "RHoeff"
0.128 29 "sine period 1/2" "RHoeff"
0.15 30 "sine period 1/2" "RHoeff"
0.552 1 "sine period 1/8" "RHoeff"
0.498 2 "sine period 1/8" "RHoeff"
0.478 3 "sine period 1/8" "RHoeff"
0.408 4 "sine period 1/8" "RHoeff"
0.358 5 "sine period 1/8" "RHoeff"
0.264 6 "sine period 1/8" "RHoeff"
0.308 7 "sine period 1/8" "RHoeff"
0.198 8 "sine period 1/8" "RHoeff"
0.182 9 "sine period 1/8" "RHoeff"
0.186 10 "sine period 1/8" "RHoeff"
0.172 11 "sine period 1/8" "RHoeff"
0.142 12 "sine period 1/8" "RHoeff"
0.158 13 "sine period 1/8" "RHoeff"
0.094 14 "sine period 1/8" "RHoeff"
0.1 15 "sine period 1/8" "RHoeff"
0.096 16 "sine period 1/8" "RHoeff"
0.108 17 "sine period 1/8" "RHoeff"
0.088 18 "sine period 1/8" "RHoeff"
0.116 19 "sine period 1/8" "RHoeff"
0.1 20 "sine period 1/8" "RHoeff"
0.082 21 "sine period 1/8" "RHoeff"
0.11 22 "sine period 1/8" "RHoeff"
0.06 23 "sine period 1/8" "RHoeff"
0.074 24 "sine period 1/8" "RHoeff"
0.066 25 "sine period 1/8" "RHoeff"
0.046 26 "sine period 1/8" "RHoeff"
0.07 27 "sine period 1/8" "RHoeff"
0.048 28 "sine period 1/8" "RHoeff"
0.108 29 "sine period 1/8" "RHoeff"
0.068 30 "sine period 1/8" "RHoeff"
1 1 "x^(1/4)" "RHoeff"
1 2 "x^(1/4)" "RHoeff"
1 3 "x^(1/4)" "RHoeff"
1 4 "x^(1/4)" "RHoeff"
0.998 5 "x^(1/4)" "RHoeff"
0.984 6 "x^(1/4)" "RHoeff"
0.936 7 "x^(1/4)" "RHoeff"
0.908 8 "x^(1/4)" "RHoeff"
0.798 9 "x^(1/4)" "RHoeff"
0.716 10 "x^(1/4)" "RHoeff"
0.636 11 "x^(1/4)" "RHoeff"
0.612 12 "x^(1/4)" "RHoeff"
0.488 13 "x^(1/4)" "RHoeff"
0.42 14 "x^(1/4)" "RHoeff"
0.376 15 "x^(1/4)" "RHoeff"
0.352 16 "x^(1/4)" "RHoeff"
0.304 17 "x^(1/4)" "RHoeff"
0.268 18 "x^(1/4)" "RHoeff"
0.292 19 "x^(1/4)" "RHoeff"
0.21 20 "x^(1/4)" "RHoeff"
0.15 21 "x^(1/4)" "RHoeff"
0.182 22 "x^(1/4)" "RHoeff"
0.166 23 "x^(1/4)" "RHoeff"
0.18 24 "x^(1/4)" "RHoeff"
0.166 25 "x^(1/4)" "RHoeff"
0.142 26 "x^(1/4)" "RHoeff"
0.144 27 "x^(1/4)" "RHoeff"
0.17 28 "x^(1/4)" "RHoeff"
0.14 29 "x^(1/4)" "RHoeff"
0.156 30 "x^(1/4)" "RHoeff"
1 1 "circle" "RHoeff"
1 2 "circle" "RHoeff"
1 3 "circle" "RHoeff"
1 4 "circle" "RHoeff"
1 5 "circle" "RHoeff"
1 6 "circle" "RHoeff"
1 7 "circle" "RHoeff"
1 8 "circle" "RHoeff"
1 9 "circle" "RHoeff"
0.998 10 "circle" "RHoeff"
1 11 "circle" "RHoeff"
0.972 12 "circle" "RHoeff"
0.94 13 "circle" "RHoeff"
0.842 14 "circle" "RHoeff"
0.644 15 "circle" "RHoeff"
0.468 16 "circle" "RHoeff"
0.524 17 "circle" "RHoeff"
0.448 18 "circle" "RHoeff"
0.394 19 "circle" "RHoeff"
0.32 20 "circle" "RHoeff"
0.136 21 "circle" "RHoeff"
0.188 22 "circle" "RHoeff"
0.18 23 "circle" "RHoeff"
0.13 24 "circle" "RHoeff"
0.096 25 "circle" "RHoeff"
0.08 26 "circle" "RHoeff"
0.082 27 "circle" "RHoeff"
0.108 28 "circle" "RHoeff"
0.112 29 "circle" "RHoeff"
0.078 30 "circle" "RHoeff"
1 1 "step" "RHoeff"
1 2 "step" "RHoeff"
0.998 3 "step" "RHoeff"
0.952 4 "step" "RHoeff"
0.868 5 "step" "RHoeff"
0.706 6 "step" "RHoeff"
0.666 7 "step" "RHoeff"
0.504 8 "step" "RHoeff"
0.404 9 "step" "RHoeff"
0.418 10 "step" "RHoeff"
0.23 11 "step" "RHoeff"
0.226 12 "step" "RHoeff"
0.272 13 "step" "RHoeff"
0.198 14 "step" "RHoeff"
0.188 15 "step" "RHoeff"
0.14 16 "step" "RHoeff"
0.176 17 "step" "RHoeff"
0.122 18 "step" "RHoeff"
0.148 19 "step" "RHoeff"
0.1 20 "step" "RHoeff"
0.072 21 "step" "RHoeff"
0.092 22 "step" "RHoeff"
0.108 23 "step" "RHoeff"
0.116 24 "step" "RHoeff"
0.088 25 "step" "RHoeff"
0.084 26 "step" "RHoeff"
0.094 27 "step" "RHoeff"
0.056 28 "step" "RHoeff"
0.096 29 "step" "RHoeff"
0.078 30 "step" "RHoeff"
1 1 "cross" "RHoeff"
1 2 "cross" "RHoeff"
1 3 "cross" "RHoeff"
1 4 "cross" "RHoeff"
1 5 "cross" "RHoeff"
1 6 "cross" "RHoeff"
1 7 "cross" "RHoeff"
0.972 8 "cross" "RHoeff"
0.844 9 "cross" "RHoeff"
0.522 10 "cross" "RHoeff"
0.304 11 "cross" "RHoeff"
0.172 12 "cross" "RHoeff"
0.118 13 "cross" "RHoeff"
0.112 14 "cross" "RHoeff"
0.156 15 "cross" "RHoeff"
0.09 16 "cross" "RHoeff"
0.074 17 "cross" "RHoeff"
0.094 18 "cross" "RHoeff"
0.08 19 "cross" "RHoeff"
0.052 20 "cross" "RHoeff"
0.084 21 "cross" "RHoeff"
0.068 22 "cross" "RHoeff"
0.072 23 "cross" "RHoeff"
0.1 24 "cross" "RHoeff"
0.068 25 "cross" "RHoeff"
0.05 26 "cross" "RHoeff"
0.052 27 "cross" "RHoeff"
0.06 28 "cross" "RHoeff"
0.06 29 "cross" "RHoeff"
0.052 30 "cross" "RHoeff"
1 1 "clusters" "RHoeff"
1 2 "clusters" "RHoeff"
1 3 "clusters" "RHoeff"
1 4 "clusters" "RHoeff"
1 5 "clusters" "RHoeff"
1 6 "clusters" "RHoeff"
1 7 "clusters" "RHoeff"
1 8 "clusters" "RHoeff"
1 9 "clusters" "RHoeff"
1 10 "clusters" "RHoeff"
1 11 "clusters" "RHoeff"
0.992 12 "clusters" "RHoeff"
0.894 13 "clusters" "RHoeff"
0.574 14 "clusters" "RHoeff"
0.364 15 "clusters" "RHoeff"
0.222 16 "clusters" "RHoeff"
0.14 17 "clusters" "RHoeff"
0.086 18 "clusters" "RHoeff"
0.096 19 "clusters" "RHoeff"
0.11 20 "clusters" "RHoeff"
0.108 21 "clusters" "RHoeff"
0.08 22 "clusters" "RHoeff"
0.082 23 "clusters" "RHoeff"
0.09 24 "clusters" "RHoeff"
0.062 25 "clusters" "RHoeff"
0.044 26 "clusters" "RHoeff"
0.062 27 "clusters" "RHoeff"
0.042 28 "clusters" "RHoeff"
0.076 29 "clusters" "RHoeff"
0.06 30 "clusters" "RHoeff"
1 1 "two parabola" "RHoeff"
1 2 "two parabola" "RHoeff"
1 3 "two parabola" "RHoeff"
1 4 "two parabola" "RHoeff"
1 5 "two parabola" "RHoeff"
1 6 "two parabola" "RHoeff"
0.936 7 "two parabola" "RHoeff"
0.862 8 "two parabola" "RHoeff"
0.372 9 "two parabola" "RHoeff"
0.366 10 "two parabola" "RHoeff"
0.164 11 "two parabola" "RHoeff"
0.096 12 "two parabola" "RHoeff"
0.182 13 "two parabola" "RHoeff"
0.106 14 "two parabola" "RHoeff"
0.13 15 "two parabola" "RHoeff"
0.072 16 "two parabola" "RHoeff"
0.06 17 "two parabola" "RHoeff"
0.078 18 "two parabola" "RHoeff"
0.078 19 "two parabola" "RHoeff"
0.07 20 "two parabola" "RHoeff"
0.038 21 "two parabola" "RHoeff"
0.064 22 "two parabola" "RHoeff"
0.072 23 "two parabola" "RHoeff"
0.05 24 "two parabola" "RHoeff"
0.072 25 "two parabola" "RHoeff"
0.054 26 "two parabola" "RHoeff"
0.032 27 "two parabola" "RHoeff"
0.052 28 "two parabola" "RHoeff"
0.034 29 "two parabola" "RHoeff"
0.036 30 "two parabola" "RHoeff"
0.596 1 "spiral" "RHoeff"
0.508 2 "spiral" "RHoeff"
0.568 3 "spiral" "RHoeff"
0.606 4 "spiral" "RHoeff"
0.452 5 "spiral" "RHoeff"
0.398 6 "spiral" "RHoeff"
0.252 7 "spiral" "RHoeff"
0.322 8 "spiral" "RHoeff"
0.314 9 "spiral" "RHoeff"
0.26 10 "spiral" "RHoeff"
0.302 11 "spiral" "RHoeff"
0.27 12 "spiral" "RHoeff"
0.262 13 "spiral" "RHoeff"
0.284 14 "spiral" "RHoeff"
0.236 15 "spiral" "RHoeff"
0.214 16 "spiral" "RHoeff"
0.154 17 "spiral" "RHoeff"
0.154 18 "spiral" "RHoeff"
0.118 19 "spiral" "RHoeff"
0.14 20 "spiral" "RHoeff"
0.178 21 "spiral" "RHoeff"
0.122 22 "spiral" "RHoeff"
0.134 23 "spiral" "RHoeff"
0.126 24 "spiral" "RHoeff"
0.104 25 "spiral" "RHoeff"
0.118 26 "spiral" "RHoeff"
0.104 27 "spiral" "RHoeff"
0.126 28 "spiral" "RHoeff"
0.082 29 "spiral" "RHoeff"
0.108 30 "spiral" "RHoeff"
1 1 "linear" "BDY"
1 2 "linear" "BDY"
1 3 "linear" "BDY"
1 4 "linear" "BDY"
1 5 "linear" "BDY"
1 6 "linear" "BDY"
1 7 "linear" "BDY"
1 8 "linear" "BDY"
1 9 "linear" "BDY"
1 10 "linear" "BDY"
0.99 11 "linear" "BDY"
0.964 12 "linear" "BDY"
0.96 13 "linear" "BDY"
0.922 14 "linear" "BDY"
0.908 15 "linear" "BDY"
0.9 16 "linear" "BDY"
0.826 17 "linear" "BDY"
0.776 18 "linear" "BDY"
0.724 19 "linear" "BDY"
0.716 20 "linear" "BDY"
0.57 21 "linear" "BDY"
0.578 22 "linear" "BDY"
0.606 23 "linear" "BDY"
0.57 24 "linear" "BDY"
0.492 25 "linear" "BDY"
0.448 26 "linear" "BDY"
0.362 27 "linear" "BDY"
0.44 28 "linear" "BDY"
0.326 29 "linear" "BDY"
0.402 30 "linear" "BDY"
1 1 "quadratic" "BDY"
1 2 "quadratic" "BDY"
1 3 "quadratic" "BDY"
1 4 "quadratic" "BDY"
1 5 "quadratic" "BDY"
0.998 6 "quadratic" "BDY"
1 7 "quadratic" "BDY"
0.984 8 "quadratic" "BDY"
0.922 9 "quadratic" "BDY"
0.816 10 "quadratic" "BDY"
0.726 11 "quadratic" "BDY"
0.562 12 "quadratic" "BDY"
0.45 13 "quadratic" "BDY"
0.402 14 "quadratic" "BDY"
0.432 15 "quadratic" "BDY"
0.308 16 "quadratic" "BDY"
0.328 17 "quadratic" "BDY"
0.318 18 "quadratic" "BDY"
0.198 19 "quadratic" "BDY"
0.204 20 "quadratic" "BDY"
0.168 21 "quadratic" "BDY"
0.204 22 "quadratic" "BDY"
0.138 23 "quadratic" "BDY"
0.146 24 "quadratic" "BDY"
0.128 25 "quadratic" "BDY"
0.106 26 "quadratic" "BDY"
0.132 27 "quadratic" "BDY"
0.1 28 "quadratic" "BDY"
0.114 29 "quadratic" "BDY"
0.092 30 "quadratic" "BDY"
1 1 "cubic" "BDY"
1 2 "cubic" "BDY"
1 3 "cubic" "BDY"
1 4 "cubic" "BDY"
1 5 "cubic" "BDY"
1 6 "cubic" "BDY"
1 7 "cubic" "BDY"
0.998 8 "cubic" "BDY"
0.996 9 "cubic" "BDY"
0.986 10 "cubic" "BDY"
0.936 11 "cubic" "BDY"
0.932 12 "cubic" "BDY"
0.912 13 "cubic" "BDY"
0.82 14 "cubic" "BDY"
0.774 15 "cubic" "BDY"
0.692 16 "cubic" "BDY"
0.704 17 "cubic" "BDY"
0.488 18 "cubic" "BDY"
0.568 19 "cubic" "BDY"
0.558 20 "cubic" "BDY"
0.418 21 "cubic" "BDY"
0.43 22 "cubic" "BDY"
0.444 23 "cubic" "BDY"
0.312 24 "cubic" "BDY"
0.29 25 "cubic" "BDY"
0.258 26 "cubic" "BDY"
0.298 27 "cubic" "BDY"
0.214 28 "cubic" "BDY"
0.274 29 "cubic" "BDY"
0.164 30 "cubic" "BDY"
1 1 "sine period 1/2" "BDY"
1 2 "sine period 1/2" "BDY"
1 3 "sine period 1/2" "BDY"
1 4 "sine period 1/2" "BDY"
1 5 "sine period 1/2" "BDY"
1 6 "sine period 1/2" "BDY"
0.998 7 "sine period 1/2" "BDY"
0.946 8 "sine period 1/2" "BDY"
0.856 9 "sine period 1/2" "BDY"
0.768 10 "sine period 1/2" "BDY"
0.626 11 "sine period 1/2" "BDY"
0.57 12 "sine period 1/2" "BDY"
0.446 13 "sine period 1/2" "BDY"
0.476 14 "sine period 1/2" "BDY"
0.328 15 "sine period 1/2" "BDY"
0.36 16 "sine period 1/2" "BDY"
0.302 17 "sine period 1/2" "BDY"
0.332 18 "sine period 1/2" "BDY"
0.284 19 "sine period 1/2" "BDY"
0.156 20 "sine period 1/2" "BDY"
0.242 21 "sine period 1/2" "BDY"
0.174 22 "sine period 1/2" "BDY"
0.148 23 "sine period 1/2" "BDY"
0.198 24 "sine period 1/2" "BDY"
0.166 25 "sine period 1/2" "BDY"
0.15 26 "sine period 1/2" "BDY"
0.1 27 "sine period 1/2" "BDY"
0.14 28 "sine period 1/2" "BDY"
0.124 29 "sine period 1/2" "BDY"
0.156 30 "sine period 1/2" "BDY"
0.624 1 "sine period 1/8" "BDY"
0.566 2 "sine period 1/8" "BDY"
0.516 3 "sine period 1/8" "BDY"
0.424 4 "sine period 1/8" "BDY"
0.366 5 "sine period 1/8" "BDY"
0.278 6 "sine period 1/8" "BDY"
0.312 7 "sine period 1/8" "BDY"
0.206 8 "sine period 1/8" "BDY"
0.186 9 "sine period 1/8" "BDY"
0.182 10 "sine period 1/8" "BDY"
0.174 11 "sine period 1/8" "BDY"
0.14 12 "sine period 1/8" "BDY"
0.158 13 "sine period 1/8" "BDY"
0.096 14 "sine period 1/8" "BDY"
0.094 15 "sine period 1/8" "BDY"
0.098 16 "sine period 1/8" "BDY"
0.11 17 "sine period 1/8" "BDY"
0.094 18 "sine period 1/8" "BDY"
0.106 19 "sine period 1/8" "BDY"
0.098 20 "sine period 1/8" "BDY"
0.084 21 "sine period 1/8" "BDY"
0.114 22 "sine period 1/8" "BDY"
0.066 23 "sine period 1/8" "BDY"
0.072 24 "sine period 1/8" "BDY"
0.062 25 "sine period 1/8" "BDY"
0.044 26 "sine period 1/8" "BDY"
0.068 27 "sine period 1/8" "BDY"
0.05 28 "sine period 1/8" "BDY"
0.108 29 "sine period 1/8" "BDY"
0.066 30 "sine period 1/8" "BDY"
1 1 "x^(1/4)" "BDY"
1 2 "x^(1/4)" "BDY"
1 3 "x^(1/4)" "BDY"
1 4 "x^(1/4)" "BDY"
0.998 5 "x^(1/4)" "BDY"
0.984 6 "x^(1/4)" "BDY"
0.938 7 "x^(1/4)" "BDY"
0.906 8 "x^(1/4)" "BDY"
0.796 9 "x^(1/4)" "BDY"
0.708 10 "x^(1/4)" "BDY"
0.632 11 "x^(1/4)" "BDY"
0.614 12 "x^(1/4)" "BDY"
0.492 13 "x^(1/4)" "BDY"
0.442 14 "x^(1/4)" "BDY"
0.36 15 "x^(1/4)" "BDY"
0.364 16 "x^(1/4)" "BDY"
0.306 17 "x^(1/4)" "BDY"
0.27 18 "x^(1/4)" "BDY"
0.294 19 "x^(1/4)" "BDY"
0.214 20 "x^(1/4)" "BDY"
0.166 21 "x^(1/4)" "BDY"
0.182 22 "x^(1/4)" "BDY"
0.17 23 "x^(1/4)" "BDY"
0.17 24 "x^(1/4)" "BDY"
0.172 25 "x^(1/4)" "BDY"
0.136 26 "x^(1/4)" "BDY"
0.162 27 "x^(1/4)" "BDY"
0.176 28 "x^(1/4)" "BDY"
0.132 29 "x^(1/4)" "BDY"
0.152 30 "x^(1/4)" "BDY"
1 1 "circle" "BDY"
1 2 "circle" "BDY"
1 3 "circle" "BDY"
1 4 "circle" "BDY"
1 5 "circle" "BDY"
1 6 "circle" "BDY"
1 7 "circle" "BDY"
1 8 "circle" "BDY"
1 9 "circle" "BDY"
0.998 10 "circle" "BDY"
1 11 "circle" "BDY"
0.976 12 "circle" "BDY"
0.962 13 "circle" "BDY"
0.868 14 "circle" "BDY"
0.734 15 "circle" "BDY"
0.524 16 "circle" "BDY"
0.528 17 "circle" "BDY"
0.44 18 "circle" "BDY"
0.414 19 "circle" "BDY"
0.376 20 "circle" "BDY"
0.134 21 "circle" "BDY"
0.202 22 "circle" "BDY"
0.178 23 "circle" "BDY"
0.152 24 "circle" "BDY"
0.096 25 "circle" "BDY"
0.08 26 "circle" "BDY"
0.084 27 "circle" "BDY"
0.098 28 "circle" "BDY"
0.106 29 "circle" "BDY"
0.084 30 "circle" "BDY"
1 1 "step" "BDY"
1 2 "step" "BDY"
0.998 3 "step" "BDY"
0.958 4 "step" "BDY"
0.862 5 "step" "BDY"
0.714 6 "step" "BDY"
0.664 7 "step" "BDY"
0.486 8 "step" "BDY"
0.404 9 "step" "BDY"
0.41 10 "step" "BDY"
0.238 11 "step" "BDY"
0.216 12 "step" "BDY"
0.27 13 "step" "BDY"
